run	global_block	stage	block	head	mean_js	mean_cosine_distance	mean_topk_overlap_change	mean_entropy_delta	oscillation_score	spike_score	reversal_score	late_window_score	post_peak_drop_score	acc_up_corr	acc_down_corr	harmful_score	beneficial_score	custom_subset_token	stage_block_head
original	2	1	0	4	3.634212925864603e-05	1.6506027461782313e-06	0.03316326530612245	0.005519609520675224	0.033753218990194796	1.3715322487527235	0.45454545454545453	0.033753218990194796	0.00134685803006643	-0.3406755760602838	0.3406755760602838	1.0085975408377295	0.034990910381080716	2:4	1:0:4
original	2	1	0	5	3.195780166475804e-05	1.579615013578654e-06	0.02848639455782313	0.005619145326816936	0.02908184650718316	1.5952852338465526	0.5454545454545454	0.02908184650718316	0.0011979711375159122	-0.0843577255796916	0.0843577255796916	1.0096623772205584	0.03031148209124156	2:5	1:0:5
original	3	1	1	0	4.323276773299488e-06	7.066130014008835e-06	0.003401360544217687	0.0003459533712218225	0.0034473452881271776	1.5033887029666437	0.6363636363636364	0.0034473452881271776	0.00012166879419038253	-0.33344463973189337	0.33344463973189337	1.0814440504126825	0.0034951995233802493	3:0	1:1:0
original	3	1	1	1	2.078121136670799e-05	8.012491831595655e-06	0.0008503401360544217	0.0036855245496331124	0.0012476862942160365	4.317406211108123	0.36363636363636365	0.0012476862942160365	3.7073412603972855e-05	0.28755048362638236	-0.28755048362638236	2.250992691979761	0.145139315462047	3:1	1:1:1
original	3	1	1	2	2.173938044009035e-05	2.9572086872995767e-05	0.0017006802721088435	0.0021435873020285343	0.001966350469624783	2.725149032351869	0.6363636363636364	0.001966350469624783	3.482733194931547e-05	0.21686440593912415	-0.21686440593912415	1.5237558855401672	0.11050663032951376	3:2	1:1:2
original	3	1	1	3	3.41859239613404e-05	7.670726200925682e-05	0.027636054421768707	0.000562592010573478	0.027803206808796655	1.4724141623654883	0.36363636363636365	0.027803206808796655	0.0009875202278710488	-0.4714543834860419	0.4714543834860419	1.0944997542184447	0.028450679292263775	3:3	1:1:3
original	3	1	1	4	1.9544270420945705e-05	1.3229441238262382e-05	0.0	0.0015145924832920727	0.00018423295998841536	2.1850206059349166	0.5454545454545454	0.00018423295998841536	4.548660304405302e-06	0.27316809563133526	-0.27316809563133526	1.2290760701104548	0.13677866986403117	3:4	1:1:4
original	3	1	1	5	1.1903468877197542e-05	2.1708634805569133e-05	0.006377551020408163	0.0010087900135203516	0.006512042125442964	2.3783471585006573	0.36363636363636365	0.006512042125442964	0.00016631274076825045	0.12915456475824832	-0.12915456475824832	1.2872459448083335	0.07140576299333169	3:5	1:1:5
original	4	2	0	0	2.6999567172353578e-05	2.27999896865357e-05	0.0	0.0013860951483931627	0.00018840907169820556	2.1518265967365955	0.5454545454545454	0.00018840907169820556	5.425565075023845e-06	0.216819008686459	-0.216819008686459	1.2124863094625353	0.10860777741227018	4:0	2:0:0
original	4	2	0	1	2.742644240472375e-05	4.106309229851002e-05	0.012329931972789117	0.0008376484223933481	0.012482186349731686	1.6514900446365044	0.5454545454545454	0.012482186349731686	0.0003082106793616149	0.676036930889438	-0.676036930889438	0.9757885463579816	0.351456341674475	4:1	2:0:1
original	4	2	0	2	5.246260410710911e-05	0.00013934303032913284	0.02721088435374149	0.0006811905578614219	0.027470809043963883	1.495524197375865	0.45454545454545453	0.027470809043963883	0.0008733704353931502	0.3023848105926331	-0.3023848105926331	0.8922015605361668	0.18010555155604238	4:2	2:0:2
original	4	2	0	3	6.400248643358181e-05	0.00018732688328731983	0.04889455782312926	0.0007598975215606559	0.04922187694500622	1.3564931062654964	0.5454545454545454	0.04922187694500622	0.0017025641614726258	0.27426651211836517	-0.27426651211836517	0.8702382768318173	0.18881015538519996	4:3	2:0:3
original	4	2	0	4	2.879820734401666e-05	9.267409402448819e-05	0.02593537414965986	0.0002273649944306936	0.026079582950471438	1.3755092668426987	0.2727272727272727	0.026079582950471438	0.0009208706998198584	0.08716664829912527	-0.08716664829912527	0.7855044250426986	0.07087233379701091	4:4	2:0:4
original	4	2	0	5	2.993595356932793e-05	8.234580843258232e-06	0.004251700680272108	0.0012448161214687243	0.004414352826831567	2.358203889202022	0.5454545454545454	0.004414352826831567	0.00015077390547405073	0.090173981630701	-0.090173981630701	1.3204680395036497	0.049734192917991124	4:5	2:0:5
original	4	2	0	6	3.9709504784916654e-05	1.041618761758271e-05	0.004676870748299319	0.0014110911250424147	0.004868105553206061	2.1605239287762186	0.6363636363636364	0.004868105553206061	0.0002588709868395588	-0.5946334913307333	0.5946334913307333	1.5425466595170474	0.004870906143703802	4:6	2:0:6
original	4	2	0	7	2.876907324024836e-05	0.00010251408977565712	0.09523809523809525	0.00010315135954719334	0.09537969353706587	1.2318526585601541	0.6363636363636364	0.09537969353706587	0.0032776841491983996	0.16259622930059067	-0.16259622930059067	0.8830033719595687	0.181194120243532	4:7	2:0:7
original	4	2	0	8	3.2745385101037626e-05	0.00012094948414515898	0.08290816326530613	0.00019462091362099088	0.08308132022591443	1.2915380599310429	0.7272727272727273	0.08308132022591443	0.0030887300176820304	-0.15153704899157136	0.15153704899157136	0.9981524762878402	0.0865788086532911	4:8	2:0:8
original	4	2	0	9	2.0100112224566053e-05	4.523372646184076e-05	0.02125850340136054	0.0008958743518768056	0.021413424675234632	1.6847094383024015	0.45454545454545453	0.021413424675234632	0.000613171382510487	0.07967815540541553	-0.07967815540541553	0.9798221924869872	0.062154726845158256	4:9	2:0:9
original	4	2	0	10	4.058283979523824e-05	7.266360642373589e-06	0.0	0.001152560846328458	0.0001631052850704576	2.0914786346087455	0.5454545454545454	0.0001631052850704576	4.672660717867006e-06	0.0886131264417499	-0.0886131264417499	1.1822847979656874	0.04447725760299189	4:10	2:0:10
original	4	2	0	11	2.9334629479010638e-05	5.70649279884224e-06	0.00042517006802721087	0.0008452821750567127	0.000544739407810735	9.476820020857959	0.45454545454545453	0.000544739407810735	6.613950097768399e-05	-0.3773159694915728	0.3773159694915728	5.041471709584968	0.0005311252851876996	4:11	2:0:11
original	5	2	1	0	7.507169552699779e-05	0.00013056959804438883	0.008078231292517007	0.0009263221418929953	0.008376504800277691	1.86600199293488	0.5454545454545454	0.008376504800277691	0.00029349979761256314	-0.3327883793203003	0.3327883793203003	1.245215609552408	0.008489514520346717	5:0	2:1:0
original	5	2	1	1	4.5689868654922965e-05	0.00011842773274995759	0.03996598639455782	0.0004369669242705691	0.04017380068838976	1.4031583097712372	0.45454545454545453	0.04017380068838976	0.0013868723681271487	0.1832039186608875	-0.1832039186608875	0.860610398631126	0.13364485216637192	5:1	2:1:1
original	5	2	1	2	3.6792994529049334e-05	7.592969098823195e-05	0.01445578231292517	0.0007764200214002148	0.01464614700058247	1.4097936234398654	0.45454545454545453	0.01464614700058247	0.0005149066970956337	0.02244007453257922	-0.02244007453257922	0.8350899572543817	0.02647216675920067	5:2	2:1:2
original	5	2	1	3	5.5368033056629e-05	3.371502719486571e-05	0.004251700680272108	0.001677063955541643	0.0045084901360777675	2.311597780270041	0.2727272727272727	0.0045084901360777675	0.000139646836246634	0.10317612257250537	-0.10317612257250537	1.2289599060570269	0.05628920191236858	5:3	2:1:3
original	5	2	1	4	5.460918568674041e-05	3.424562585458794e-05	0.012329931972789117	0.001033529302547002	0.012522139714585143	1.645100437638363	0.5454545454545454	0.012522139714585143	0.0003230623644727064	0.3448143258320628	-0.3448143258320628	0.9728254014952012	0.1856536918631757	5:4	2:1:4
original	5	2	1	5	5.1744953919241474e-05	1.6091700576157757e-05	0.0012755102040816326	0.0018545392903115039	0.001528800787608182	3.604367622348486	0.45454545454545453	0.001528800787608182	8.316513679604118e-06	0.3357893985555979	-0.3357893985555979	1.91738335212404	0.16954110643055123	5:5	2:1:5
original	5	2	1	6	4.666378923945201e-05	7.434245808246587e-05	0.015306122448979588	0.0008065750864509521	0.015507786204946606	1.989398891579742	0.45454545454545453	0.015507786204946606	0.0005461531499207684	-0.061897410156006354	0.061897410156006354	1.156927460920169	0.016159393964548036	5:6	2:1:6
original	5	2	1	7	2.1820315828363128e-05	1.0721264103637681e-05	0.0017006802721088435	0.0004548160143491205	0.0017787034534757565	2.950360611873856	0.6363636363636364	0.0017787034534757565	0.00011537398946488043	-0.09995195193050728	0.09995195193050728	1.6864113719078815	0.00185025616112255	5:7	2:1:7
original	5	2	1	8	3.1781767232249046e-05	1.0760108820543715e-05	0.0017006802721088435	0.001336905950779621	0.001876912743239598	2.9364796839709286	0.5454545454545454	0.001876912743239598	9.544930000248684e-05	-0.020636006587017745	0.020636006587017745	1.6171196335062223	0.0019582782139892035	5:8	2:1:8
original	5	2	1	9	8.581857340050149e-05	0.00021092847971318496	0.03613945578231292	0.0003416654351274066	0.03647036937893935	1.4076770632713533	0.5454545454545454	0.03647036937893935	0.0013363845834407564	0.013613742945449729	-0.013613742945449729	0.8816800420502527	0.04487777106155088	5:9	2:1:9
original	5	2	1	10	9.919525572182443e-05	0.00012602183838015626	0.02465986394557823	0.0014692230889499225	0.025032003348575204	1.6432385811309522	0.36363636363636365	0.025032003348575204	0.0008076215137927448	-0.07000302456145242	0.07000302456145242	0.9757117124182373	0.025985169011130974	5:10	2:1:10
original	5	2	1	11	9.146376073864157e-05	0.00011199183827910926	0.011904761904761904	0.0011782121518589446	0.01222603871896555	1.7059372513392341	0.36363636363636365	0.01222603871896555	0.0004142453470601311	0.012408723021727503	-0.012408723021727503	0.9577292500390528	0.01898423993463909	5:11	2:1:11
original	6	2	2	0	5.796017303859576e-05	0.00018398172783614294	0.026360544217687076	0.0005395617010914844	0.02665644228867096	1.5407757995143259	0.45454545454545453	0.02665644228867096	0.0011235380325402022	-0.6954657945103291	0.6954657945103291	1.2626512712374673	0.02731027183048805	6:0	2:2:0
original	6	2	2	1	3.918101162906512e-05	0.0001254162877875701	0.06802721088435373	0.0017146802215777617	0.06836327620592815	1.3477039502118515	0.45454545454545453	0.06836327620592815	0.0026121957334817843	-0.020178613199734016	0.020178613199734016	0.8757295713391076	0.07142679466849236	6:1	2:2:1
original	6	2	2	2	8.937120990115075e-05	0.0002820314328932094	0.04549319727891157	0.0004509178401119381	0.045909691705717126	1.4532432398230195	0.36363636363636365	0.045909691705717126	0.0018272211831204858	0.18433731934445505	-0.18433731934445505	0.8700497345545402	0.14046433211256187	6:2	2:2:2
original	6	2	2	3	3.5234321341997955e-05	7.44002733978714e-05	0.02806122448979591	0.0009166666048030514	0.028262525745016098	1.453904891758887	0.7272727272727273	0.028262525745016098	0.0012023013586887113	-0.7612121800503903	0.7612121800503903	1.3222095944543142	0.02876043866504131	6:3	2:2:3
original	6	2	2	4	9.647780317747915e-05	0.0002558007914870153	0.02806122448979592	0.0006353766631161939	0.028477040750772026	1.6258633008946684	0.45454545454545453	0.028477040750772026	0.0008015214956970814	0.30394938157052687	-0.30394938157052687	0.9582001861333073	0.18191331299097183	6:4	2:2:4
original	6	2	2	5	1.7842388624357405e-05	2.6548221746164335e-05	0.004251700680272108	0.0007498401039955175	0.004371075301042182	2.352392433443632	0.36363636363636365	0.004371075301042182	0.00012798632158937293	0.4643060965380072	-0.4643060965380072	1.2719174944931613	0.23688537497572812	6:5	2:2:5
original	6	2	2	6	3.332798285126142e-05	0.00011203720359583465	0.057397959183673464	0.00021541191784342958	0.05756486556190491	1.332358341863718	0.36363636363636365	0.05756486556190491	0.0018799781934703609	0.6854345570608645	-0.6854345570608645	0.8217080850647523	0.40339669166204245	6:6	2:2:6
original	6	2	2	7	5.869376099208276e-05	5.873588486395483e-05	0.011904761904761904	0.0016353649774965007	0.012185728048367594	1.716477505220797	0.6363636363636364	0.012185728048367594	0.0004181212283442443	0.01815763097999409	-0.01815763097999409	1.0311051898284553	0.021783237408916564	6:7	2:2:7
original	6	2	2	8	7.210190146316291e-05	0.00014360644085826638	0.02295918367346939	0.0008680001278418651	0.023261692028575004	1.3305488395140965	0.7272727272727273	0.023261692028575004	0.0007954082135231946	0.3079588639876059	-0.3079588639876059	0.8734282531334472	0.17848911750935995	6:8	2:2:8
original	6	2	2	9	6.624521714054273e-05	4.831357323312191e-05	0.002551020408163265	0.0014345024330815193	0.002809029441845082	1.9846202351791027	0.5454545454545454	0.002809029441845082	9.701876920353324e-05	-0.22809640362064285	0.22809640362064285	1.2459448132250466	0.0028728841558421096	6:9	2:2:9
original	6	2	2	10	7.73309966353568e-05	7.544258391277887e-05	0.014030612244897961	0.0016767724230622265	0.014351063067752317	2.153150413912154	0.45454545454545453	0.014351063067752317	0.0005046141090689852	0.13462372479486434	-0.13462372479486434	1.206395387459036	0.08237092279880921	6:10	2:2:10
original	6	2	2	11	4.7596238425452466e-05	0.00015218401446557653	0.06377551020408163	0.0004135994922208989	0.06401665040619474	1.199962321586891	0.45454545454545453	0.06401665040619474	0.002521402921164662	-0.6385361382324447	0.6385361382324447	1.1062403016831375	0.06582062016436178	6:11	2:2:11
original	7	2	3	0	8.589349975734697e-05	7.035654021440389e-05	0.011479591836734693	0.0024708935183781477	0.011882931228544258	1.7484127621149015	0.45454545454545453	0.011882931228544258	0.00045639660017305554	-0.3043199463137459	0.3043199463137459	1.1535940252036072	0.012208846100092685	7:0	2:3:0
original	7	2	3	1	0.00013508980777821643	5.5891762139409495e-05	0.00935374149659864	0.01259924095282979	0.010804647161799243	1.9668550566832925	0.36363636363636365	0.010804647161799243	0.00032182463386908375	0.18095635761683604	-0.18095635761683604	1.0862702947175737	0.10176511278186427	7:1	2:3:1
original	7	2	3	2	8.924748146561509e-05	6.975297454735648e-05	0.00510204081632653	0.002128957846135241	0.005473937056953026	2.8488157843041813	0.36363636363636365	0.005473937056953026	0.00020377089173846793	-0.20902537827917353	0.20902537827917353	1.6260704072614591	0.0056050940213803226	7:2	2:3:2
original	7	2	3	3	3.4628223448780395e-05	9.369003390021409e-05	0.004676870748299319	0.0003795610015479382	0.004843145105803108	3.189791825616012	0.5454545454545454	0.004843145105803108	0.00010340258268186033	-0.014382997064303982	0.014382997064303982	1.7438554663659498	0.005076886819980006	7:3	2:3:3
original	7	2	3	4	9.337394902539827e-05	0.00023296972060559326	0.02721088435374149	0.0010606973193210505	0.027643297755304594	1.3095793274833507	0.45454545454545453	0.027643297755304594	0.0010319916111682858	0.1806874090517753	-0.1806874090517753	0.7998167410269834	0.11929153780098463	7:4	2:3:4
original	7	2	3	5	8.01455701254482e-05	4.966372375177682e-05	0.00977891156462585	0.0018517483013870868	0.010093895688641783	3.0530186353602726	0.5454545454545454	0.010093895688641783	0.00018919285253644088	0.4552783891189843	-0.4552783891189843	1.6738526249944656	0.23869309069101038	7:5	2:3:5
original	7	2	3	6	0.00011198205170558565	0.00025571065411945465	0.026785714285714284	0.0008269763788071316	0.027236104629420037	1.5163802109401119	0.7272727272727273	0.027236104629420037	0.0012565401862919515	-0.5342007327227406	0.5342007327227406	1.2391007050553577	0.027989188650152215	7:6	2:3:6
original	7	2	3	7	7.041596549924304e-05	0.0001471378738795992	0.020833333333333332	0.0006911457794673836	0.02112000175065891	1.7038195713414412	0.5454545454545454	0.02112000175065891	0.000834170181420733	-0.49538769060447935	0.49538769060447935	1.2603364849943919	0.021661179931174463	7:7	2:3:7
original	7	2	3	8	5.634505231248994e-05	9.273025857565546e-05	0.01998299319727891	0.0006795491299376177	0.020200023421160816	1.7861403331350991	0.45454545454545453	0.020200023421160816	0.0006197551414813983	0.1260585977650346	-0.1260585977650346	1.0292381861465305	0.08411429096678817	7:8	2:3:8
original	7	2	3	9	0.00010473665310838001	0.00022114670915606335	0.017857142857142856	0.0007364265649789278	0.018256668875905192	1.9840322029177462	0.5454545454545454	0.018256668875905192	0.000712421715207338	-0.12957227792632764	0.12957227792632764	1.2143289362184504	0.019086127701263198	7:9	2:3:9
original	7	2	3	10	6.183211339158086e-05	3.872114368444479e-05	0.005952380952380952	0.0009630599656861675	0.006149240206025595	2.5123085577175743	0.5454545454545454	0.006149240206025595	0.0002735471724381622	-0.2905619238163141	0.2905619238163141	1.544885985401824	0.006175755073725111	7:10	2:3:10
original	7	2	3	11	0.00012093400631653812	0.00033730635728542363	0.02806122448979592	0.0007826971482491155	0.028597734568222788	1.8019167986589701	0.5454545454545454	0.028597734568222788	0.0008865352296582528	0.07860564656936164	-0.07860564656936164	1.0693008395892036	0.06911284041025456	7:11	2:3:11
original	8	2	4	0	0.00014972044490870072	0.00036168322214256515	0.011479591836734694	0.001623437962858724	0.01215333930007183	1.7313642226209516	0.6363636363636364	0.01215333930007183	0.00033755874112392987	0.3373792048199079	-0.3373792048199079	1.0382417346801884	0.18152743172484714	8:0	2:4:0
original	8	2	4	1	0.00010981001619092498	0.0002871571883436748	0.05399659863945578	0.001165385228071895	0.054510104366797575	1.2298085089387665	0.2727272727272727	0.054510104366797575	0.001938448868259376	-0.05275908532594857	0.05275908532594857	0.7713875305643931	0.05682509733052385	8:1	2:4:1
original	8	2	4	2	0.00013426285346400957	0.00043922562370773965	0.051445578231292526	0.0011584990488425762	0.05213491661334852	1.3831701468850888	0.36363636363636365	0.05213491661334852	0.0020797660719846017	0.0719145538862502	-0.0719145538862502	0.8422631632405746	0.09056766889839156	8:2	2:4:2
original	8	2	4	3	0.0001403640880072546	0.00040793551972198583	0.050170068027210885	0.001621449428655423	0.050880512577805674	1.2183880546155892	0.45454545454545453	0.050880512577805674	0.001818393860703506	-0.48929677307518243	0.48929677307518243	1.025421223839029	0.052685741738950895	8:3	2:4:3
original	8	2	4	4	2.433502570242095e-05	8.827250843461883e-05	0.042942176870748305	0.00034759728555300295	0.043089544133440634	1.1903589201158635	0.5454545454545454	0.043089544133440634	0.0015465685208483633	-0.23135666656096687	0.23135666656096687	0.8962188182424781	0.04474435011191827	8:4	2:4:4
original	8	2	4	5	0.00013665950707867955	0.00024951830051755014	0.026785714285714288	0.001869497244095723	0.027358841817720084	1.6949584320762006	0.36363636363636365	0.027358841817720084	0.001078880932658182	0.06446590443015764	-0.06446590443015764	0.9696962812773188	0.060879964262802275	8:5	2:4:5
original	8	2	4	6	8.510824974627424e-05	0.0002672232619012893	0.04251700680272109	0.0010745198563649379	0.04297679030000515	1.4365953596944354	0.6363636363636364	0.04297679030000515	0.0014145373621413369	-0.158535504350423	0.158535504350423	1.0053207200257968	0.04466029699176922	8:6	2:4:6
original	8	2	4	7	0.00010549274433553506	0.0003224841044062084	0.02891156462585034	0.0012972097480107303	0.029469262449393158	1.578962213006827	0.45454545454545453	0.029469262449393158	0.001061881100163984	-0.29260531816728547	0.29260531816728547	1.0829740655188795	0.03044328088512159	8:7	2:4:7
original	8	2	4	8	4.7063039134951085e-05	0.00010989529381392564	0.023809523809523808	0.0011864437532523864	0.024085126517797928	1.4924039352882228	0.45454545454545453	0.024085126517797928	0.0008976970336398947	-0.33864387298063664	0.33864387298063664	1.0565869292515	0.02482681575360871	8:8	2:4:8
original	8	2	4	9	7.429761377941352e-05	0.00015329030723404413	0.06590136054421768	0.0007191940319232945	0.06620086786842348	1.2376741346432587	0.5454545454545454	0.06620086786842348	0.0024503290408865947	0.010506657328285178	-0.010506657328285178	0.8302524542903457	0.0741293247896842	8:9	2:4:9
original	8	2	4	10	9.287812847467526e-05	0.0002095236810530273	0.01913265306122449	0.00164374202444099	0.01959942907319629	1.5846033964605701	0.5454545454545454	0.01959942907319629	0.0008361847637954668	-0.18582071057447522	0.18582071057447522	1.044278936173626	0.020380888917068192	8:10	2:4:10
original	8	2	4	11	0.00014834321810423416	0.0003696787734541555	0.05612244897959184	0.001406756031214947	0.056781146574271725	1.1873228465129932	0.6363636363636364	0.056781146574271725	0.0022384537963710716	-0.7649439700949551	0.7649439700949551	1.2004072633928802	0.0586553718971369	8:11	2:4:11
original	9	2	5	0	0.00015515937926762643	0.00027369016460834783	0.03784013605442177	0.0009240545464666757	0.0383613910529444	1.8736799132625357	0.45454545454545453	0.0383613910529444	0.0011209119585829505	0.15579356169287367	-0.15579356169287367	1.0932853568964016	0.11806891484710201	9:0	2:5:0
original	9	2	5	1	0.00014459826814426462	0.0002613021630149999	0.02891156462585034	0.0008864275626598491	0.029406107813275583	1.4099611441599615	0.5454545454545454	0.029406107813275583	0.0009685736041378859	0.12941078149045315	-0.12941078149045315	0.874607986034322	0.09557349948116073	9:1	2:5:1
original	9	2	5	2	0.0001425974174622028	9.299456212915243e-05	0.04124149659863945	0.00808144640226686	0.0422852332184575	1.3657267028507165	0.2727272727272727	0.0422852332184575	0.0015962593580623786	-0.002923498206887064	0.002923498206887064	0.8005766167153516	0.04402716253081287	9:2	2:5:2
original	9	2	5	3	0.00014148323755967796	0.00030189185569406046	0.03443877551020408	0.0006480357639762809	0.034946954179855445	1.3300166514144263	0.36363636363636365	0.034946954179855445	0.0011521244831296912	0.01653872512341209	-0.01653872512341209	0.7951771002756078	0.044579048314594846	9:3	2:5:3
original	9	2	5	4	9.62548895720078e-05	0.00014330813923441044	0.0195578231292517	0.0010885443874858087	0.0199062405968067	1.8151416654113768	0.5454545454545454	0.0199062405968067	0.0008988183132656446	-0.4342568330528287	0.4342568330528287	1.284386049478992	0.020521808413626785	9:4	2:5:4
original	9	2	5	5	4.762049102260009e-05	0.00012313691502696678	0.02848639455782313	0.0005202437717865364	0.028709176341051346	1.4285027985614707	0.5454545454545454	0.028709176341051346	0.0010659194416503632	0.08977844387713659	-0.08977844387713659	0.8832377698457594	0.07491074185385653	9:5	2:5:5
original	9	2	5	6	0.0001526934501811061	0.00036711540971823275	0.038265306122448974	0.0011539045659820408	0.03890050543894652	1.4584905242699246	0.6363636363636364	0.03890050543894652	0.0012250865431303608	0.4620583250877947	-0.4620583250877947	0.9318197975793222	0.2720322148293197	9:6	2:5:6
original	9	2	5	7	0.00016547334945066127	0.00036040700381316054	0.03316326530612245	0.000947810509334642	0.03378392671031973	1.6815595054034658	0.45454545454545453	0.03378392671031973	0.0014263522843047773	-0.24682467674500577	0.24682467674500577	1.11717549436464	0.03512717904637916	9:7	2:5:7
original	9	2	5	8	0.00010372455647848907	0.00013570023805856146	0.0038265306122448974	0.0019079935850219905	0.0042567547652841466	2.4975817153047806	0.5454545454545454	0.0042567547652841466	0.0001361538559640811	0.18511262089100583	-0.18511262089100583	1.3899427254796786	0.09707288280096502	9:8	2:5:8
original	9	2	5	9	0.0001432141373250743	0.00027758564515240985	0.041666666666666664	0.0009710968750890799	0.04218457613665306	1.4615389396186949	0.45454545454545453	0.04218457613665306	0.0012328476808438616	0.16465964798629387	-0.16465964798629387	0.891481721916711	0.12653451118593395	9:9	2:5:9
original	9	2	5	10	0.00014310082525704766	0.0002794736482600961	0.037840136054421776	0.0009699508072152178	0.03835970560866043	1.4783424943716068	0.5454545454545454	0.03835970560866043	0.0012306438534464418	-0.25353667324542917	0.25353667324542917	1.0456673685182971	0.0395720197858275	9:10	2:5:10
original	9	2	5	11	0.00010182105492464534	0.00021410124164766842	0.04251700680272109	0.0007188088771309756	0.0429048099870065	1.5569503976106052	0.45454545454545453	0.0429048099870065	0.0014626992243605144	0.2638283827949173	-0.2638283827949173	0.940506140835134	0.1770861616015517	9:11	2:5:11
original	10	3	0	0	0.0005266920767275095	0.0009835398853703843	0.04081632653061224	0.006245236507188594	0.042951082143429	1.2284144870074067	0.5454545454545454	0.042951082143429	0.0015881306346997228	-0.22928387602885153	0.22928387602885153	0.9141881829510891	0.044677364659885234	10:0	3:0:0
original	10	3	0	1	0.0005543404426578232	0.000978496968108265	0.04719387755102041	0.004717413877579439	0.049198456349544444	1.523449585641996	0.5454545454545454	0.049198456349544444	0.001778611803744008	-0.3302828166727324	0.3302828166727324	1.119517366831365	0.05111084077137426	10:1	3:0:1
original	10	3	0	2	0.0007272876790479256	0.0009331242398151011	0.00510204081632653	0.007537573001846061	0.007516210035374163	2.3326374296095964	0.36363636363636365	0.007516210035374163	0.0003068314183792275	-0.14526905499989573	0.14526905499989573	1.3384500560369308	0.007733681947901121	10:2	3:0:2
original	10	3	0	3	0.0005456815871801214	0.0009805530913591098	0.04124149659863945	0.006934804267035817	0.043461211703882265	1.4459125312708327	0.45454545454545453	0.043461211703882265	0.0015009593786430592	0.3946986766510381	-0.3946986766510381	0.8857938214607947	0.24328002037178892	10:3	3:0:3
original	10	3	0	4	0.0005171962372516996	0.0008689590400937456	0.017431972789115645	0.005685393354668629	0.019386667401927956	1.662645153002409	0.5454545454545454	0.019386667401927956	0.0007301322698517571	0.008141495233369555	-0.008141495233369555	0.9899251287399158	0.02441977413582272	10:4	3:0:4
original	10	3	0	5	0.000817816699069673	0.0009060167199524682	0.008928571428571428	0.008457436682322498	0.01149814851582582	1.189401210316723	0.5454545454545454	0.01149814851582582	0.00043760678119890705	-0.2333279956374782	0.2333279956374782	0.8609002875790598	0.011954219473760281	10:5	3:0:5
original	10	3	0	6	0.0005214379501113233	0.0009509539589549568	0.007227891156462585	0.005774926037283652	0.009277775669257231	1.380881008214307	0.36363636363636365	0.009277775669257231	0.00030842756741222144	-0.32711373988883585	0.32711373988883585	0.9554189310776512	0.009532692291191715	10:6	3:0:6
original	10	3	0	7	0.00019750977817923306	0.0005852887946593369	0.01445578231292517	0.0013922346705632267	0.015377804352820061	1.7238826362149384	0.6363636363636364	0.015377804352820061	0.0006086721653767004	0.33651035118286055	-0.33651035118286055	1.0386313426156084	0.184641110968298	10:7	3:0:7
original	10	3	0	8	0.0005597211402887837	0.0009029410316764019	0.0505952380952381	0.003740899566923287	0.05243199022389561	1.5060697577978754	0.6363636363636364	0.05243199022389561	0.0021750420284778384	-0.24737008782977607	0.24737008782977607	1.0963587923886589	0.0545435108854398	10:8	3:0:8
original	10	3	0	9	0.0001521446062811469	0.0003866122815045318	0.019557823129251705	0.0018085829157693152	0.02027743830861431	1.5674054195951082	0.6363636363636364	0.02027743830861431	0.0008268845176189512	0.1438458080211197	-0.1438458080211197	0.9659850497832224	0.09321748744161462	10:9	3:0:9
original	10	3	0	10	0.0005405007732178566	0.0009813054471784859	0.04039115646258503	0.007370117090509165	0.042649974392032296	1.4891783816934512	0.5454545454545454	0.042649974392032296	0.0014172936307317871	-0.2298797184959096	0.2298797184959096	1.0441209423694002	0.044089494551527615	10:10	3:0:10
original	10	3	0	11	0.0004829863917827986	0.0008319904654045159	0.03401360544217686	0.0069682193337043214	0.03602540423273461	1.473851684716041	0.45454545454545453	0.03602540423273461	0.001443100231671208	-0.07568293156819	0.07568293156819	0.9298553477276837	0.037630617305710816	10:11	3:0:11
original	10	3	0	12	0.0004742158996837856	0.0008876196988642041	0.042942176870748305	0.004680504014162275	0.044772062870712524	1.4324011974249198	0.5454545454545454	0.044772062870712524	0.001761262671129059	-0.46822299145421464	0.46822299145421464	1.1381044195271968	0.04619542790555517	10:12	3:0:12
original	10	3	0	13	0.0007711854415933288	0.0011424016469612959	0.02423469387755102	0.016129809431984426	0.027761261909304086	1.5756147592788596	0.6363636363636364	0.027761261909304086	0.001155936648531026	-0.3165173817072369	0.3165173817072369	1.137046250976179	0.028619931612360986	10:13	3:0:13
original	10	3	0	14	0.00024806853231561216	0.0005744769919975024	0.028061224489795922	0.005536694485379486	0.029437439462646982	1.1093837091710634	0.5454545454545454	0.029437439462646982	0.0011524616883760645	-0.39824039060795463	0.39824039060795463	0.9239719059803003	0.030595584256651404	10:14	3:0:14
original	10	3	0	15	0.0004634827736927773	0.0007652644063571393	0.011904761904761904	0.005093765262730754	0.013642885611084897	1.6007944674890615	0.45454545454545453	0.013642885611084897	0.00035046134554877004	0.21883112236126664	-0.21883112236126664	0.92905341932132	0.12368587882611073	10:15	3:0:15
original	10	3	0	16	0.0005336700774044571	0.0009710272307326129	0.04251700680272109	0.0035507446065771906	0.04437677857151587	1.4202436507834173	0.7272727272727273	0.04437677857151587	0.001590965548844932	-0.12385239842168248	0.12385239842168248	1.0045156860032098	0.04627099516707663	10:16	3:0:16
