pair	ref_conf_bin	total	ref_correct	cmp_correct	improved	regressed	net_flips	avg_true_prob_delta
continuous_vs_candidate	[0.00,0.20)	1292	216	270	144	90	54	0.017148775979876518
continuous_vs_candidate	[0.20,0.40)	4138	1499	1544	402	357	45	0.01960495486855507
continuous_vs_candidate	[0.40,0.60)	6520	3547	3563	376	360	16	0.011365431360900402
continuous_vs_candidate	[0.60,0.80)	9069	6988	6988	60	60	0	0.001810372923500836
continuous_vs_candidate	[0.80,0.90)	14486	13565	13560	0	5	-5	-0.0018488909117877483
continuous_vs_candidate	[0.90,0.95)	11991	11694	11694	0	0	0	-0.006024072878062725
continuous_vs_candidate	[0.95,0.99)	2423	2375	2375	0	0	0	-0.007429787889122963
continuous_vs_candidate	[0.99,1.01)	81	78	78	0	0	0	-0.00340256211347878
