pair	class	total	ref_correct	cmp_correct	delta_correct	ref_acc	cmp_acc	avg_true_prob_delta	avg_margin_delta
phase2w_vs_phase2s	107	50	47	46	-1	94.0	92.0	-0.006128149572759867	-0.0305966567248106
phase2w_vs_phase2s	798	50	40	39	-1	80.0	78.0	-0.006034833379089832	-0.10052897781133652
phase2w_vs_phase2s	389	50	44	43	-1	88.0	86.0	-0.005976987071335316	0.01237509772181511
phase2w_vs_phase2s	896	50	46	45	-1	92.0	90.0	-0.0059064882807433605	-0.020177077502012253
phase2w_vs_phase2s	306	50	45	44	-1	90.0	88.0	-0.005669744685292244	-0.009082632139325142
phase2w_vs_phase2s	770	50	42	41	-1	84.0	82.0	-0.005045145284384489	-0.03210103139281273
phase2w_vs_phase2s	228	50	47	46	-1	94.0	92.0	-0.0045511056669056416	0.008499412797391415
phase2w_vs_phase2s	505	50	36	35	-1	72.0	70.0	-0.00435920525342226	-0.018610572442412376
phase2w_vs_phase2s	650	50	30	29	-1	60.0	58.0	-0.004065372049808502	0.06665018200874329
phase2w_vs_phase2s	880	50	47	46	-1	94.0	92.0	-0.004042202606797218	0.028033437207341194
phase2w_vs_phase2s	431	50	41	40	-1	82.0	80.0	-0.0037312968634068966	-0.060596171766519547
phase2w_vs_phase2s	12	50	48	47	-1	96.0	94.0	-0.003717056242749095	0.00910437572747469
phase2w_vs_phase2s	670	50	45	44	-1	90.0	88.0	-0.0035705924965441227	0.05510672554373741
phase2w_vs_phase2s	201	50	34	33	-1	68.0	66.0	-0.003372000763192773	0.013627510517835617
phase2w_vs_phase2s	641	50	45	44	-1	90.0	88.0	-0.0032359061297029257	0.05310872197151184
phase2w_vs_phase2s	61	50	43	42	-1	86.0	84.0	-0.003126687603071332	-0.05164220929145813
phase2w_vs_phase2s	235	50	42	41	-1	84.0	82.0	-0.0030800902750343084	0.01281786896288395
phase2w_vs_phase2s	682	50	43	42	-1	86.0	84.0	-0.002920471364632249	0.11335921287536621
phase2w_vs_phase2s	437	50	38	37	-1	76.0	74.0	-0.002876982791349292	-0.03377263993024826
phase2w_vs_phase2s	280	50	38	37	-1	76.0	74.0	-0.0027751356828957796	-0.07386189699172974
phase2w_vs_phase2s	50	50	45	44	-1	90.0	88.0	-0.002586472313851118	-0.018861636519432068
