timestamp	checkpoint	loss	acc1	acc5	samples	delta_vs_80.5980	delta_vs_scheme_c_80.6820	delta_vs_original10to60_80.7240	delta_vs_original10to110_80.7520	delta_vs_dynamic10to110_80.7600	status
2026-07-13T15:39:23Z	checkpoint-189	0.8287	80.6180	95.3920	50000	0.0200	-0.0640	-0.1060	-0.1340	-0.1420	above_baseline
2026-07-13T15:39:23Z	checkpoint-190	0.8320	80.6460	95.4360	50000	0.0480	-0.0360	-0.0780	-0.1060	-0.1140	above_baseline
2026-07-13T15:39:23Z	checkpoint-191	0.8306	80.7580	95.4380	50000	0.1600	0.0760	0.0340	0.0060	-0.0020	above_original10to110_best
2026-07-13T15:39:23Z	checkpoint-192	0.8304	80.6020	95.3840	50000	0.0040	-0.0800	-0.1220	-0.1500	-0.1580	above_baseline
2026-07-13T15:39:23Z	checkpoint-193	0.8289	80.6820	95.3940	50000	0.0840	0.0000	-0.0420	-0.0700	-0.0780	above_baseline
2026-07-13T15:39:23Z	checkpoint-194	0.8316	80.6860	95.3940	50000	0.0880	0.0040	-0.0380	-0.0660	-0.0740	above_scheme_c
2026-07-13T15:39:23Z	checkpoint-195	0.8277	80.7820	95.3920	50000	0.1840	0.1000	0.0580	0.0300	0.0220	above_dynamic10to110_best
2026-07-13T15:39:23Z	checkpoint-196	0.8256	80.5840	95.4620	50000	-0.0140	-0.0980	-0.1400	-0.1680	-0.1760	below_baseline
2026-07-13T15:39:23Z	checkpoint-197	0.8308	80.6620	95.4580	50000	0.0640	-0.0200	-0.0620	-0.0900	-0.0980	above_baseline
2026-07-13T15:39:23Z	checkpoint-198	0.8314	80.6640	95.4440	50000	0.0660	-0.0180	-0.0600	-0.0880	-0.0960	above_baseline
2026-07-13T15:39:23Z	checkpoint-199	0.8311	80.7100	95.4300	50000	0.1120	0.0280	-0.0140	-0.0420	-0.0500	above_scheme_c
2026-07-13T15:39:23Z	checkpoint-200	0.8358	80.5120	95.4360	50000	-0.0860	-0.1700	-0.2120	-0.2400	-0.2480	below_baseline
2026-07-13T15:39:23Z	checkpoint-201	0.8333	80.7600	95.4140	50000	0.1620	0.0780	0.0360	0.0080	0.0000	above_original10to110_best
2026-07-13T15:39:23Z	checkpoint-202	0.8260	80.5360	95.4940	50000	-0.0620	-0.1460	-0.1880	-0.2160	-0.2240	below_baseline
2026-07-13T15:39:23Z	checkpoint-203	0.8298	80.6100	95.4500	50000	0.0120	-0.0720	-0.1140	-0.1420	-0.1500	above_baseline
2026-07-13T15:39:23Z	checkpoint-204	0.8259	80.5820	95.4000	50000	-0.0160	-0.1000	-0.1420	-0.1700	-0.1780	below_baseline
2026-07-13T15:39:23Z	checkpoint-205	0.8314	80.6900	95.4180	50000	0.0920	0.0080	-0.0340	-0.0620	-0.0700	above_scheme_c
2026-07-13T15:39:23Z	checkpoint-206	0.8271	80.7000	95.4820	50000	0.1020	0.0180	-0.0240	-0.0520	-0.0600	above_scheme_c
2026-07-13T15:39:23Z	checkpoint-207	0.8315	80.7540	95.4160	50000	0.1560	0.0720	0.0300	0.0020	-0.0060	above_original10to110_best
2026-07-13T15:39:23Z	checkpoint-208	0.8332	80.6640	95.4320	50000	0.0660	-0.0180	-0.0600	-0.0880	-0.0960	above_baseline
2026-07-13T15:39:23Z	checkpoint-209	0.8257	80.6320	95.4660	50000	0.0340	-0.0500	-0.0920	-0.1200	-0.1280	above_baseline
2026-07-13T15:39:23Z	checkpoint-210	0.8303	80.6140	95.3940	50000	0.0160	-0.0680	-0.1100	-0.1380	-0.1460	above_baseline
