section	case	key0	key1	key2	params	numel	rel_l2	delta_l2	base_l2	max_param_rel_l2	max_abs_delta	name	kind	stage	module
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.1	relpos	1	2028	0.000543356523619371	0.050596270710229874	93.11799621582031	0.000543356523619371	0.004955410957336426				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	norm	norm	2	1536	0.0003157053076905712	0.01707331934849493	54.07992495719716	0.001124938758294229	0.005527496337890625				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.0.0	act_quant	2	4	3.061547381738455e-05	3.063252734136768e-05	1.0005570230297545	0.0009176367261650217	2.7192756533622742e-05				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.1.0	other	3	2593	0.0	0.0	4495.208488868842	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.1.0	weight_quant	5	5	0.0	0.0	4.47213595499958	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.1.1	other	3	2593	0.0	0.0	4495.205195400259	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.1.1	weight_quant	5	5	0.0	0.0	4.47213595499958	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.2	weight_quant	1	1	0.0	0.0	2.0	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.3.0	other	3	2785	0.0	0.0	4495.208599502967	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.3.0	weight_quant	5	5	0.0	0.0	4.47213595499958	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.3.1	other	3	2785	0.0	0.0	4495.20727139333	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.3.1	weight_quant	5	5	0.0	0.0	4.47213595499958	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.4	weight_quant	1	1	0.0	0.0	2.0	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.0	other	3	3169	0.0	0.0	4495.2137580994595	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.0	weight_quant	5	5	0.0	0.0	4.47213595499958	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.1	other	3	3169	0.0	0.0	4495.2121630476095	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.1	weight_quant	5	5	0.0	0.0	4.47213595499958	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.2	other	3	3169	0.0	0.0	4495.211867471881	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.2	weight_quant	5	5	0.0	0.0	4.47213595499958	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.3	other	3	3169	0.0	0.0	4495.212603410214	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.3	weight_quant	5	5	0.0	0.0	4.47213595499958	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.4	other	3	3169	0.0	0.0	4495.214965424923	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.4	weight_quant	5	5	0.0	0.0	4.47213595499958	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.5	other	3	3169	0.0	0.0	4495.214366516368	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.5	weight_quant	5	5	0.0	0.0	4.47213595499958	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.6	weight_quant	1	1	0.0	0.0	2.0	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.0	other	3	3937	0.0	0.0	4495.258209021142	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.0	weight_quant	5	5	0.0	0.0	4.47213595499958	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.1	other	3	3937	0.0	0.0	4495.248245917431	0.0	0.0				
by_stage_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.1	weight_quant	5	5	0.0	0.0	4.47213595499958	0.0	0.0				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.0.0.lsqw_fn	weight_quant	1	96	0.498414553633656	0.013391106389462948	0.02686740644276142	0.498414553633656	0.008485494181513786				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	head.lsqw_fn	weight_quant	1	1000	0.4897522300686167	0.028303764760494232	0.05779200792312622	0.4897522300686167	0.005955900996923447				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.0.0.move_b4	move_shift	1	50176	0.45503995127929675	0.32261496782302856	0.7089816331863403	0.45503995127929675	0.006427817512303591				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.0.0.move_aft	move_shift	1	50176	0.45229836303745036	0.3224673271179199	0.7129526734352112	0.45229836303745036	0.0064786272123456				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.5.attn.move_v_aft	move_shift	1	384	0.23199960204243314	0.031047392636537552	0.13382519781589508	0.23199960204243314	0.003354261163622141				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.5.attn.move_v_b4	move_shift	1	384	0.2048079008687401	0.03116549365222454	0.1521693915128708	0.2048079008687401	0.003304770216345787				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.5.attn.proj.move_b4	move_shift	1	384	0.1957017167446753	0.031879451125860214	0.16289816796779633	0.1957017167446753	0.003171768505126238				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.5.attn.proj.move_aft	move_shift	1	384	0.18501204845915253	0.03167172893881798	0.1711873859167099	0.18501204845915253	0.003172124270349741				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.1.attn.move_v_aft	move_shift	1	768	0.15910943162450247	0.04519040882587433	0.28402093052864075	0.15910943162450247	0.003125582356005907				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.1.attn.move_v_b4	move_shift	1	768	0.13953318440671406	0.04550633206963539	0.3261326849460602	0.13953318440671406	0.003388242796063423				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.1.attn.proj.move_b4	move_shift	1	768	0.12562674340925786	0.04500351473689079	0.35823196172714233	0.12562674340925786	0.003266517072916031				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.1.attn.proj.move_aft	move_shift	1	768	0.10601879284280973	0.044866010546684265	0.4231892228126526	0.10601879284280973	0.003266517072916031				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.5.attn.quant_x_4_qkv	act_quant	2	768	0.07253253067216599	0.04724177488931854	0.6513184422427349	0.0740406056700365	0.0034574363380670547				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.1.attn.quant_x_4_qkv	act_quant	2	1536	0.061083909776835234	0.05641195077844315	0.9235157177158325	0.06118558589813319	0.004213988780975342				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.0.mlp.fc2.move_b4	move_shift	1	3072	0.050972762112289016	0.033507656306028366	0.6573639512062073	0.050972762112289016	0.004919581115245819				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.5.mlp.fc1.move_aft	move_shift	1	384	0.04689441832535999	0.03655918315052986	0.779606282711029	0.04689441832535999	0.003999002277851105				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.4.mlp.fc2.input_quant_fn	act_quant	1	14	0.04390028420699576	0.03945241868495941	0.8986825346946716	0.04390028420699576	0.02688160538673401				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.5.mlp.fc2.move_aft	move_shift	1	1536	0.04347942509206247	0.06426405906677246	1.4780337810516357	0.04347942509206247	0.0030777379870414734				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.1.mlp.fc2.move_b4	move_shift	1	3072	0.04288384233209348	0.08834637701511383	2.0601320266723633	0.04288384233209348	0.005782073363661766				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.1.mlp.fc1.move_aft	move_shift	1	768	0.04096145037533206	0.05402699112892151	1.3189716339111328	0.04096145037533206	0.005330033600330353				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.1.0.attn.quan_a_softmax_fn	act_quant	1	49	0.039247620094032945	0.004869036842137575	0.12405941635370255	0.039247620094032945	0.00222631823271513				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.1.1.attn.quan_a_softmax_fn	act_quant	1	49	0.039158394998174986	0.00765905249863863	0.19559158384799957	0.039158394998174986	0.003539539873600006				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.1.mlp.fc1.move_b4	move_shift	1	768	0.038559491568163774	0.052589647471904755	1.363857388496399	0.038559491568163774	0.005279451608657837				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.1.mlp.fc2.move_aft	move_shift	1	3072	0.0347528024147555	0.09229058027267456	2.655629873275757	0.0347528024147555	0.006584763526916504				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.5.mlp.fc1.move_b4	move_shift	1	384	0.03236167832538999	0.03888567164540291	1.2015962600708008	0.03236167832538999	0.006075918674468994				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.1.attn.move_v_aft	move_shift	1	384	0.03156359796482983	0.0051172710955142975	0.16212572157382965	0.03156359796482983	0.0008049961179494858				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.4.attn.move_v_aft	move_shift	1	384	0.031458408124424395	0.004422633443027735	0.14058668911457062	0.031458408124424395	0.0007481426000595093				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.0.attn.move_v_aft	move_shift	1	768	0.03131802329709143	0.008032377809286118	0.25647780299186707	0.03131802329709143	0.0013512149453163147				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.2.attn.quan_a_softmax_fn	act_quant	1	49	0.030400944733323734	0.0067999837920069695	0.22367672622203827	0.030400944733323734	0.002347046509385109				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.0.attn.move_v_aft	move_shift	1	384	0.030222849036627638	0.006459262687712908	0.2137211710214615	0.030222849036627638	0.0010301265865564346				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.3.attn.move_v_aft	move_shift	1	384	0.029758742335243858	0.0045736790634691715	0.15369194746017456	0.029758742335243858	0.0006732866168022156				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.0.attn.quan_a_softmax_fn	act_quant	1	49	0.029711120507176506	0.007007332984358072	0.2358488291501999	0.029711120507176506	0.002520298585295677				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.4.attn.move_v_b4	move_shift	1	384	0.029280950364861977	0.004680317360907793	0.15984171628952026	0.029280950364861977	0.0008999761193990707				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.2.attn.move_v_aft	move_shift	1	384	0.029277503279199788	0.004593913909047842	0.15690934658050537	0.029277503279199788	0.0008857781067490578				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.0.attn.proj.move_b4	move_shift	1	768	0.029179349588167935	0.008824252523481846	0.30241429805755615	0.029179349588167935	0.0012396262027323246				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.0.attn.move_v_b4	move_shift	1	384	0.028476521816788617	0.006675723008811474	0.2344290167093277	0.028476521816788617	0.001079590991139412				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.1.attn.move_v_b4	move_shift	1	384	0.028450137686706622	0.005410607438534498	0.19017860293388367	0.028450137686706622	0.0008848682045936584				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.3.attn.move_v_b4	move_shift	1	384	0.02826207059073347	0.0048867808654904366	0.17290951311588287	0.02826207059073347	0.00068710558116436				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.2.attn.move_v_b4	move_shift	1	384	0.02805857709540265	0.004892534110695124	0.17436857521533966	0.02805857709540265	0.0009639021009206772				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.0.attn.move_v_b4	move_shift	1	768	0.027949043629230324	0.009034487418830395	0.3232485353946686	0.027949043629230324	0.0014676712453365326				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.3.1.attn.quan_a_softmax_fn	act_quant	1	49	0.027504147558276074	0.00843045860528946	0.3065159022808075	0.027504147558276074	0.004983630031347275				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.6.reduction.move_aft	move_shift	1	1536	0.026381359318198943	0.009662835858762264	0.3662751317024231	0.026381359318198943	0.0008545611053705215				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.4.attn.quan_a_softmax_fn	act_quant	1	49	0.026083988490516942	0.006847116630524397	0.26250267028808594	0.026083988490516942	0.002157442271709442				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.1.1.attn.proj.move_b4	move_shift	1	96	0.025871301947175393	0.0037626149132847786	0.1454358547925949	0.025871301947175393	0.0014491667971014977				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.0.attn.proj.move_aft	move_shift	1	768	0.025445827941071034	0.009466542862355709	0.37202730774879456	0.025445827941071034	0.0012363111600279808				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.3.attn.quan_a_softmax_fn	act_quant	1	49	0.025201375156173225	0.0077878073789179325	0.3090231120586395	0.025201375156173225	0.0023976191878318787				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.6.reduction.move_b4	move_shift	1	1536	0.02468457067967734	0.009878823533654213	0.40020236372947693	0.02468457067967734	0.0010653436183929443				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.0.attn.proj.move_b4	move_shift	1	384	0.02449924226536529	0.006224936805665493	0.2540869116783142	0.02449924226536529	0.0012143664062023163				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.1.1.attn.move_v_aft	move_shift	1	96	0.023186261217984377	0.003617760958150029	0.15603037178516388	0.023186261217984377	0.0011006437707692385				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.1.attn.quan_a_softmax_fn	act_quant	1	49	0.02312625723243685	0.007425040937960148	0.32106539607048035	0.02312625723243685	0.003013037145137787				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.3.attn.proj.move_b4	move_shift	1	384	0.022458225260723122	0.004589880350977182	0.20437413454055786	0.022458225260723122	0.0007466264069080353				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.1.1.attn.move_qkx_aft	move_shift	1	288	0.0222934106375026	0.024501260370016098	1.0990359783172607	0.0222934106375026	0.004943124949932098				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.2.attn.move_qkx_b4	move_shift	1	4608	0.02167418995483507	0.11738026887178421	5.415670394897461	0.02167418995483507	0.007086507976055145				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.1.attn.proj.move_b4	move_shift	1	384	0.0216173675875907	0.004925497341901064	0.227849081158638	0.0216173675875907	0.0007643226999789476				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.0.attn.quant_x_4_qkv	act_quant	2	1536	0.021378549311444724	0.014952803962531984	0.699430244059039	0.022409701670004417	0.0029865801334381104				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.4.attn.move_qkx_b4	move_shift	1	4608	0.021032136442608138	0.11944318562746048	5.679080009460449	0.021032136442608138	0.006075643002986908				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.3.0.attn.move_v_aft	move_shift	1	192	0.02097356143744633	0.005150406621396542	0.24556662142276764	0.02097356143744633	0.0013076327741146088				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.2.attn.proj.move_b4	move_shift	1	384	0.02078675697450417	0.004537791479378939	0.21830204129219055	0.02078675697450417	0.0008710660040378571				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.3.0.attn.move_qkx_aft	move_shift	1	1152	0.020700801916902056	0.04037599638104439	1.950455665588379	0.020700801916902056	0.004135709255933762				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.3.1.attn.move_v_aft	move_shift	1	192	0.020625521188383938	0.003386345924809575	0.16418232023715973	0.020625521188383938	0.0014148429036140442				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.3.attn.proj.move_aft	move_shift	1	384	0.020571608545515367	0.004572617821395397	0.22227808833122253	0.020571608545515367	0.0007831249386072159				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.3.attn.move_qkx_b4	move_shift	1	4608	0.02054381720060169	0.11674074828624725	5.682524681091309	0.02054381720060169	0.006212420761585236				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.3.1.attn.move_qkx_aft	move_shift	1	1152	0.020487550069481986	0.04544921964406967	2.2183823585510254	0.020487550069481986	0.004508540034294128				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.1.1.attn.move_v_b4	move_shift	1	96	0.020396314119071352	0.003815144533291459	0.1870506852865219	0.020396314119071352	0.0011040607932955027				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.3.0.attn.proj.move_b4	move_shift	1	192	0.02030308976319936	0.00511778611689806	0.2520693242549896	0.02030308976319936	0.0013761892914772034				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.1.attn.move_qkx_b4	move_shift	1	4608	0.020287246199865393	0.11674103140830994	5.7544050216674805	0.020287246199865393	0.006262525916099548				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.0.attn.quan_a_softmax_fn	act_quant	1	49	0.020237799536970278	0.005491939373314381	0.27137038111686707	0.020237799536970278	0.0020003914833068848				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.5.attn.move_qkx_b4	move_shift	1	4608	0.020166959662823693	0.12732812762260437	6.313699722290039	0.020166959662823693	0.008129075169563293				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.1.attn.move_qkx_b4	move_shift	1	18432	0.019946243479202576	0.2343173623085022	11.747443199157715	0.019946243479202576	0.01129143312573433				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.3.attn.move_qkx_aft	move_shift	1	4608	0.01983493652521995	0.07228660583496094	3.6444082260131836	0.01983493652521995	0.0042754411697387695				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.5.attn.quan_a_softmax_fn	act_quant	1	49	0.01974248316256959	0.007255829870700836	0.3675236701965332	0.01974248316256959	0.0023580268025398254				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.3.1.attn.move_v_b4	move_shift	1	192	0.019720457534207505	0.0034617993514984846	0.17554356157779694	0.019720457534207505	0.0014798082411289215				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.1.attn.move_qkx_aft	move_shift	1	4608	0.019607425710904475	0.07117429375648499	3.6299662590026855	0.019607425710904475	0.004118509590625763				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.2.attn.move_qkx_aft	move_shift	1	4608	0.01955598623408137	0.07904908806085587	4.04219388961792	0.01955598623408137	0.004137363284826279				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.0.attn.move_qkx_b4	move_shift	1	4608	0.01946871103876828	0.1125839352607727	5.782814025878906	0.01946871103876828	0.00826607272028923				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.4.attn.move_qkx_aft	move_shift	1	4608	0.01946575076976167	0.0763891339302063	3.924283981323242	0.01946575076976167	0.004489220678806305				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.4.mlp.fc1.move_aft	move_shift	1	384	0.01913766956355479	0.017683211714029312	0.9240002632141113	0.01913766956355479	0.004729211330413818				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.5.0.attn.move_qkx_aft	move_shift	1	4608	0.019128440663219903	0.06602679193019867	3.4517602920532227	0.019128440663219903	0.0037269126623868942				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.7.0.attn.move_qkx_b4	move_shift	1	18432	0.018937944425941582	0.20855987071990967	11.01280403137207	0.018937944425941582	0.006784800440073013				
by_module_kind	ckpt10_to_phase1f_ckpt2	ckpt10_to_phase1f_ckpt2	features.3.0.mlp.fc1.move_aft	move_shift	1	192	0.018919808350915945	0.006394796539098024	0.337994784116745	0.018919808350915945	0.0015207305550575256				
top_params	ckpt10_to_phase1f_ckpt2					96	0.498414553633656	0.013391106389462948	0.02686740644276142		0.008485494181513786	features.0.0.lsqw_fn.s	weight_quant	features.0.0	features.0.0.lsqw_fn
top_params	ckpt10_to_phase1f_ckpt2					1000	0.4897522300686167	0.028303764760494232	0.05779200792312622		0.005955900996923447	head.lsqw_fn.s	weight_quant	head	head.lsqw_fn
top_params	ckpt10_to_phase1f_ckpt2					50176	0.45503995127929675	0.32261496782302856	0.7089816331863403		0.006427817512303591	features.0.0.move_b4.bias	move_shift	features.0.0	features.0.0.move_b4
top_params	ckpt10_to_phase1f_ckpt2					50176	0.45229836303745036	0.3224673271179199	0.7129526734352112		0.0064786272123456	features.0.0.move_aft.bias	move_shift	features.0.0	features.0.0.move_aft
top_params	ckpt10_to_phase1f_ckpt2					384	0.23199960204243314	0.031047392636537552	0.13382519781589508		0.003354261163622141	features.5.5.attn.move_v_aft.bias	move_shift	features.5.5	features.5.5.attn.move_v_aft
