case	wbits	abits	metric	value
phase1j_a4_recon_ckpt1	4	4	quantizer.input_quant_fn.max	0.2909156382083893
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_qkx_fn.numel	6762
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_qkx_fn.mean	0.04637787491083145
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_qkx_fn.std	0.014519906602799892
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_qkx_fn.min	0.006780637893825769
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_qkx_fn.p05	0.024136824533343315
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_qkx_fn.p50	0.04657769203186035
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_qkx_fn.p95	0.06623859703540802
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_qkx_fn.max	0.1496696174144745
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_v_fn.numel	4416
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_v_fn.mean	0.22319486737251282
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_v_fn.std	0.0593586340546608
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_v_fn.min	0.04792645201086998
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_v_fn.p05	0.13024458289146423
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_v_fn.p50	0.2257988154888153
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_v_fn.p95	0.3211788535118103
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_v_fn.max	0.40716615319252014
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_softmax_fn.numel	588
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_softmax_fn.mean	0.046227339655160904
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_softmax_fn.std	0.010971492156386375
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_softmax_fn.min	0.01480073481798172
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_softmax_fn.p05	0.022310947999358177
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_softmax_fn.p50	0.048231251537799835
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_softmax_fn.p95	0.06217394769191742
phase1j_a4_recon_ckpt1	4	4	quantizer.quan_a_softmax_fn.max	0.07191560417413712
