case	checkpoint	quantizer	all_positive	bit	channels	clip_excess_max	clip_excess_mean	clip_rate	input_abs_max	input_abs_mean	normalized_max	normalized_p95	normalized_p99	quant_abs_error_mean	quant_abs_error_p99	scale_max	scale_mean	scale_min	target_ratio_0p999_max	target_ratio_0p999_mean	target_ratio_0p999_min	target_ratio_0p99_max	target_ratio_0p99_mean	target_ratio_0p99_min	tokens
ckpt10_start	/mlx_devbox/users/quyanyi/playground/qat_public_repro/recipe10ep_e_featnorm_aug_fixed_qkr_softkd_t275_rebuild_20260706/checkpoint-10.pth.tar	features.5.5.attn.quan_a_softmax_fn	1.0	4.0	49.0	0.26687097549438477	8.378787970286794e-05	0.0009577173186698928	0.999431923031807	0.020408164709806442	1.3667698800563812	0.0989452488720417	0.29830141365528107	0.005164645495824516	0.025200175121426582	0.05572868883609772	0.05247853696346283	0.04850834235548973	1.177960991859436	0.9656618386507034	0.7675205916166306	0.48324353992938995	0.4020307958126068	0.3201180174946785	7375872.0
ckpt10_start	/mlx_devbox/users/quyanyi/playground/qat_public_repro/recipe10ep_e_featnorm_aug_fixed_qkr_softkd_t275_rebuild_20260706/checkpoint-10.pth.tar	features.5.5.mlp.fc2.input_quant_fn	1.0	4.0	14.0	43.054847717285156	0.0015793597558513284	0.00023430545115843415	53.797913551330566	0.10201733373105526	10.68348240852356	0.08538570255041122	0.2791481241583824	0.04224039241671562	0.2631205841898918	1.195421814918518	0.4410562515258789	0.2782328724861145	0.9614582359790802	0.6460003405809402	0.5298752337694168	0.31104206293821335	0.255169115960598	0.11650719307363033	19267584.0
ckpt10_start	/mlx_devbox/users/quyanyi/playground/qat_public_repro/recipe10ep_e_featnorm_aug_fixed_qkr_softkd_t275_rebuild_20260706/checkpoint-10.pth.tar	features.7.1.attn.quan_a_softmax_fn	1.0	4.0	49.0	0.3947179466485977	1.4376124909176724e-05	0.00013598392433777917	0.9629999250173569	0.020408164709806442	1.7161129117012024	0.1391640603542328	0.2975120097398758	0.007131120073609054	0.0194360981695354	0.0489732027053833	0.038901980966329575	0.03497568145394325	0.712256446480751	0.6117797493934631	0.5181556716561317	0.3611116111278534	0.31154879182577133	0.2571811005473137	3687936.0
ckpt10_start	/mlx_devbox/users/quyanyi/playground/qat_public_repro/recipe10ep_e_featnorm_aug_fixed_qkr_softkd_t275_rebuild_20260706/checkpoint-10.pth.tar	features.7.1.mlp.fc2.input_quant_fn	1.0	4.0	7.0	7.930638790130615	2.4206314265029505e-05	1.3104912113703904e-05	18.878132343292236	0.047014227136969566	1.72532057762146	0.007969028782099485	0.09744385629892349	0.014331222977489233	0.26317283511161804	0.7420646548271179	0.7317837476730347	0.7255747318267822	0.36494000256061554	0.32013970613479614	0.265688993036747	0.1110458318144083	0.0924853403121233	0.06698510516434908	9633792.0
phase1f_best	/mlx_devbox/users/quyanyi/playground/qat_public_repro/recipe_resume10_prerecon100_lowlr_b_20260706/checkpoint-2.pth.tar	features.5.5.attn.quan_a_qkx_fn	0.0	4.0	588.0	2.262355327606201	0.002175848523620516	0.013179104309529066	3.2487950921058655	0.29179083555936813	3.559189260005951	0.751028910279274	1.0501751601696014	0.03761078231036663	0.08353837206959724	0.18640188872814178	0.14344972372055054	0.0616866871714592	2.259085714817047	1.3653555512428284	1.0162194669246674	1.633462905883789	1.0087199807167053	0.7472596317529678	57802752.0
phase1f_best	/mlx_devbox/users/quyanyi/playground/qat_public_repro/recipe_resume10_prerecon100_lowlr_b_20260706/checkpoint-2.pth.tar	features.7.1.attn.quant_x_4_qkv.input_quant_fn	0.0	4.0	49.0	2.337114691734314	0.0026542394189164042	0.005864980164915323	3.694191575050354	0.27059899270534515	3.3891652822494507	0.5710273236036301	0.9226610213518143	0.05110794957727194	0.10438940115272999	0.21336877346038818	0.19581305980682373	0.1388930380344391	3.2732720971107483	1.7019055783748627	1.3577969074249268	1.0124378949403763	0.8578694015741348	0.7334793210029602	2408448.0
phase1f_best	/mlx_devbox/users/quyanyi/playground/qat_public_repro/recipe_resume10_prerecon100_lowlr_b_20260706/checkpoint-2.pth.tar	features.5.5.attn.quan_a_v_fn	0.0	4.0	384.0	3.2054656744003296	0.0019266958406660706	0.005666460143402219	5.3878079652786255	0.5192110538482666	2.507598578929901	0.6636618226766586	0.9227482080459595	0.07586999982595444	0.15978499501943588	0.3654082119464874	0.29728323221206665	0.1956092268228531	2.2469029426574707	1.1588267385959625	0.8885898590087891	2.0736647844314575	0.8823406994342804	0.6552584618330002	4816896.0
phase1f_best	/mlx_devbox/users/quyanyi/playground/qat_public_repro/recipe_resume10_prerecon100_lowlr_b_20260706/checkpoint-2.pth.tar	features.5.5.mlp.fc1.input_quant_fn	0.0	4.0	14.0	6.401845932006836	0.007761268178001046	0.005310266162268817	10.021577596664429	0.7913078516721725	2.782979428768158	0.5409166216850281	0.7419080138206482	0.13675425946712494	0.25748205184936523	0.5322318077087402	0.5187685489654541	0.503474235534668	1.948493778705597	1.7497658431529999	1.593155324459076	0.8689578920602798	0.8342397660017014	0.7869920432567596	4816896.0
phase1f_best	/mlx_devbox/users/quyanyi/playground/qat_public_repro/recipe_resume10_prerecon100_lowlr_b_20260706/checkpoint-2.pth.tar	features.7.1.attn.quan_a_v_fn	0.0	4.0	768.0	2.2605289220809937	0.0013806162169203162	0.005189130082726479	4.425882697105408	0.4119335561990738	2.227039873600006	0.6351406574249268	0.9094666689634323	0.06763252802193165	0.14480585232377052	0.39250728487968445	0.2662373185157776	0.17805586755275726	1.8860818445682526	1.0826169848442078	0.7543916404247284	1.5104117393493652	0.8097226172685623	0.5697616338729858	2408448.0
phase1f_best	/mlx_devbox/users/quyanyi/playground/qat_public_repro/recipe_resume10_prerecon100_lowlr_b_20260706/checkpoint-2.pth.tar	features.5.5.attn.quant_x_4_qkv.input_quant_fn	0.0	4.0	49.0	2.5303531885147095	0.0013612234906759113	0.004955110023729503	4.6028664112091064	0.5415490567684174	2.2361473441123962	0.6570370644330978	0.9019774496555328	0.07580160163342953	0.1495649218559265	0.30852437019348145	0.2992163896560669	0.2882087528705597	1.2803133726119995	1.2108615040779114	1.155567705631256	0.9530382603406906	0.8969562947750092	0.8456294983625412	4816896.0
