group_type	key	params	numel	rel_125	rel_250	rel_300	rel_500	corr_top1	drift_300_minus_250	drift_500_minus_250
stage_kind	features.5.5|mlp	4	1181568	0.0010654340001270458	0.0014327451473287278	0.0015514086240790003	0.0019229960050704009	-0.01980528330864267	0.00011866347675027248	0.0004902508577416731
stage_kind	features.7.1|move_shift	8	46080	0.0017386061284336027	0.0023566795276774495	0.002559436936471171	0.003210866891366219	-0.017643411449024697	0.00020275740879372155	0.0008541873636887694
stage_kind	features.7.1|attn_qkv	4	1770240	0.001427992524045785	0.0019056716142435146	0.0020563736389781146	0.0025430149315264702	-0.016408594141984343	0.00015070202473459996	0.0006373433172829556
stage_kind	features.5.5|attn_qkv	4	442752	0.0014036006275300376	0.0019031527712820308	0.002062829353502846	0.0025814035281294325	-0.016113604491096674	0.00015967658222081505	0.0006782507568474016
stage_kind	features.7.1|mlp	4	4722432	0.0012258947976002063	0.0016238727653698193	0.0017431535286419084	0.0021257745301164945	-0.01603309074561766	0.00011928076327208902	0.0005019017647466752
stage_kind	features.7.1|act_quant	8	3592	0.0007202388774866672	0.0009111071733817042	0.000987698716962872	0.001249370484086448	-0.014855052953919042	7.659154358116791e-05	0.00033826331070474394
stage_kind	features.7.1|attn_proj	2	590592	0.0012614844978319295	0.0016677210818427754	0.0017851423076960646	0.0021638738528576753	-0.0148183980969082	0.00011742122585328913	0.0004961527710148998
stage_kind	features.5.5|relpos	1	2028	7.676257541052219e-05	0.00010323111912027971	0.00011223465863458541	0.00014238386385236645	-0.014253581908341308	9.003539514305703e-06	3.9152744732086743e-05
stage_kind	features.7.1|relpos	1	4056	7.170316995875574e-05	0.00010674914954631404	0.00011838643643536227	0.00016276690930184574	-0.001073769960738724	1.1637286889048227e-05	5.60177597555317e-05
stage_kind	features.5.5|norm	4	1536	9.453621376263409e-05	0.0001239793108112144	0.0001314751154489767	0.00015937158837248382	-6.915874427168673e-05	7.495804637762285e-06	3.539227756126941e-05
stage_kind	features.0.0|other	2	4704	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.0.0|act_quant	2	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.0.0|weight_quant	1	96	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.0.0|move_shift	2	100352	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.0.2|other	2	192	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.0|norm	4	384	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.0|relpos	1	507	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.0|other	2	192	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.0|attn_proj	2	9312	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.0|act_quant	8	645	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.0|weight_quant	5	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.0|move_shift	8	1728	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.0|attn_qkv	4	27744	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.0|move_v_shift	2	192	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.0|softmax_quant	1	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.0|mlp	4	74208	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.1|norm	4	384	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.1|relpos	1	507	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.1|other	2	192	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.1|attn_proj	2	9312	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.1|act_quant	8	645	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.1|weight_quant	5	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.1|move_shift	8	1728	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.1|attn_qkv	4	27744	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.1|move_v_shift	2	192	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.1|softmax_quant	1	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.1.1|mlp	4	74208	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.2|other	2	73920	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.2|act_quant	1	28	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.2|weight_quant	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.2|move_shift	2	768	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.2|norm	2	768	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.0|norm	4	768	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.0|relpos	1	1014	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.0|other	2	384	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.0|attn_proj	2	37056	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.0|act_quant	8	1024	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.0|weight_quant	5	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.0|move_shift	8	4608	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.0|attn_qkv	4	110784	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.0|move_v_shift	2	384	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.0|softmax_quant	1	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.0|mlp	4	295872	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.1|norm	4	768	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.1|relpos	1	1014	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.1|other	2	384	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.1|attn_proj	2	37056	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.1|act_quant	8	1024	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.1|weight_quant	5	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.1|move_shift	8	4608	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.1|attn_qkv	4	110784	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.1|move_v_shift	2	384	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.1|softmax_quant	1	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.3.1|mlp	4	295872	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.4|other	2	295296	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.4|act_quant	1	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.4|weight_quant	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.4|move_shift	2	1536	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.4|norm	2	1536	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.0|norm	4	1536	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.0|relpos	1	2028	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.0|other	2	768	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.0|attn_proj	2	147840	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.0|act_quant	8	1866	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.0|weight_quant	5	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.0|move_shift	8	13824	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.0|attn_qkv	4	442752	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.0|move_v_shift	2	768	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.0|softmax_quant	1	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.0|mlp	4	1181568	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.1|norm	4	1536	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.1|relpos	1	2028	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.1|other	2	768	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.1|attn_proj	2	147840	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.1|act_quant	8	1866	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.1|weight_quant	5	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.1|move_shift	8	13824	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.1|attn_qkv	4	442752	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.1|move_v_shift	2	768	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.1|softmax_quant	1	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.1|mlp	4	1181568	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.2|norm	4	1536	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.2|relpos	1	2028	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.2|other	2	768	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.2|attn_proj	2	147840	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.2|act_quant	8	1866	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.2|weight_quant	5	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.2|move_shift	8	13824	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.2|attn_qkv	4	442752	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.2|move_v_shift	2	768	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.2|softmax_quant	1	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.2|mlp	4	1181568	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.3|norm	4	1536	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.3|relpos	1	2028	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.3|other	2	768	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.3|attn_proj	2	147840	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.3|act_quant	8	1866	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.3|weight_quant	5	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.3|move_shift	8	13824	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.3|attn_qkv	4	442752	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.3|move_v_shift	2	768	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.3|softmax_quant	1	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.3|mlp	4	1181568	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.4|norm	4	1536	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.4|relpos	1	2028	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.4|other	2	768	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.4|attn_proj	2	147840	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.4|act_quant	8	1866	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.4|weight_quant	5	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.4|move_shift	8	13824	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.4|attn_qkv	4	442752	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.4|move_v_shift	2	768	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.4|softmax_quant	1	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.4|mlp	4	1181568	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.5|other	2	768	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.5|weight_quant	5	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.6|other	2	1180416	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.6|act_quant	1	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.6|weight_quant	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.6|move_shift	2	3072	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.6|norm	2	3072	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.7.0|norm	4	3072	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.7.0|relpos	1	4056	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.7.0|other	2	1536	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.7.0|attn_proj	2	590592	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.7.0|act_quant	8	3592	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.7.0|weight_quant	5	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.7.0|move_shift	8	46080	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.7.0|attn_qkv	4	1770240	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.7.0|move_v_shift	2	1536	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.7.0|softmax_quant	1	49	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.7.0|mlp	4	4722432	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.7.1|other	2	1536	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.7.1|weight_quant	5	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	norm|norm	2	1536	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	head|head	2	769000	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	head|act_quant	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	head|weight_quant	1	1000	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	head|move_shift	2	1536	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stage_kind	features.5.5|act_quant	8	1866	0.0006669290510493435	0.0009035308577960946	0.0009712369138969166	0.0012276171464722084	4.194938210981258e-06	6.770605610082196e-05	0.00032408628867611373
stage_kind	features.7.1|softmax_quant	1	49	0.004100074004187508	0.005031336313283964	0.005127228762443882	0.006288662116372899	0.08161254125859464	9.589244915991779e-05	0.0012573258030889349
module_kind	features.7.1.mlp.fc2.input_quant_fn|act_quant	1	7	0.00016610466357305033	0.00020952810394231063	0.0002295167745081799	0.00017802433768475596	-0.37408173734866834	1.998867056586927e-05	-3.150376625755467e-05
module_kind	features.7.1.mlp.fc1.input_quant_fn|act_quant	1	7	4.989687326452292e-05	0.0001471406633509698	0.0001804724789765187	0.00016422634409297873	-0.2051813301304262	3.3331815625548894e-05	1.7085680742008922e-05
module_kind	features.5.5.attn.move_v_aft|move_v_shift	1	384	0.012744270134764587	0.015787483646352976	0.01661333271654586	0.016621331570447647	-0.13939598412014265	0.0008258490701928828	0.000833847924094671
module_kind	features.5.5.attn.proj.move_aft|move_shift	1	384	0.010299019328183402	0.012693303283186576	0.013348825136441955	0.013419339282295637	-0.13559324723238195	0.0006555218532553787	0.000726035999109061
module_kind	features.5.5.attn.proj.move_b4|move_shift	1	384	0.010611135941811158	0.013080326397220935	0.013749727930124876	0.013872901136575288	-0.13052807655246068	0.0006694015329039415	0.0007925747393543528
module_kind	features.5.5.attn.move_v_b4|move_v_shift	1	384	0.011210338353537295	0.013931174136205182	0.014632287523851387	0.014733089605562568	-0.1262901258144063	0.0007011133876462048	0.0008019154693573866
module_kind	features.5.5.attn.quan_a_softmax_fn|softmax_quant	1	49	0.0027305832135216925	0.0032912725347976953	0.003647683812735479	0.004362225360864071	-0.08885175159219388	0.0003564112779377835	0.001070952826066376
module_kind	features.5.5.mlp.fc2.move_aft|move_shift	1	1536	0.002329187194290646	0.0026551164628252568	0.0028050892023848387	0.003103867160861366	-0.07645865857972936	0.00014997273955958193	0.0004487506980361093
module_kind	features.7.1.attn.quant_x_4_qkv|act_quant	2	1536	0.004305257132562015	0.004539445833143105	0.004762924544305677	0.005330252858205521	-0.06737249792446115	0.00022347871116257158	0.0007908070250624158
module_kind	features.7.1.attn.proj.input_quant_fn|act_quant	1	49	0.0005329435742700164	0.0008975862161286091	0.00103624503187834	0.0013649045354749583	-0.05134214519152301	0.00013865881574973084	0.00046731831934634926
module_kind	features.5.5.attn.quan_a_v_fn|act_quant	1	384	0.0004635812531336241	0.0006409051551716265	0.0007047091376132087	0.0008536687833277267	-0.05083717636681053	6.380398244158216e-05	0.0002127636281561002
module_kind	features.7.1.norm1|norm	2	1536	0.00014914425946477728	0.00018458355864503552	0.00020051302809657537	0.0002414064997115995	-0.04831817351823366	1.5929469451539846e-05	5.682294106656397e-05
module_kind	features.7.1.norm2|norm	2	1536	3.6014118713079797e-05	4.724268561269701e-05	5.1993280256269636e-05	6.53124526100243e-05	-0.03712126655447239	4.750594643572623e-06	1.806976699732729e-05
module_kind	features.5.5.attn.quant_x_4_qkv.input_quant_fn|act_quant	1	49	0.0005307940529706316	0.0006781767697106678	0.0007673240213037264	0.00104133979478215	-0.033561891564854486	8.91472515930586e-05	0.00036316302507148233
module_kind	features.7.1.attn.proj.move_b4|move_shift	1	768	0.005404869057918378	0.005928785576896646	0.006199170644665416	0.007021129085627339	-0.032176699722000525	0.00027038506776877035	0.001092343508730693
module_kind	features.7.1.attn.move_v_b4|move_v_shift	1	768	0.00583237222827677	0.006446766806764914	0.006739374270011456	0.007648309106460524	-0.02820823480338741	0.0002926074632465421	0.0012015422996956102
module_kind	features.5.5.mlp.fc2.move_b4|move_shift	1	1536	0.0011817151573773614	0.001411555809785241	0.0014949900078841218	0.0017469512448437022	-0.025838105125684047	8.34341980988809e-05	0.0003353954350584613
module_kind	features.5.5.attn.v|attn_qkv	2	147840	0.0015606764873048345	0.0020990745541525544	0.0022759726260221796	0.0028088655416846006	-0.02387514261777407	0.00017689807186962525	0.0007097909875320462
module_kind	features.5.5.attn.proj|attn_proj	2	147840	0.001524656566353499	0.0020267830221560395	0.002189425973180706	0.0026822600400754227	-0.022995687048107987	0.00016264295102466674	0.0006554770179193832
module_kind	features.7.1.attn.move_v_aft|move_v_shift	1	768	0.006679994838145718	0.007360424881628466	0.007653741557815852	0.008599715229223138	-0.02224603026661667	0.00029331667618738566	0.0012392903475946715
module_kind	features.5.5.attn.move_qkx_aft|move_shift	1	4608	0.0017540061356655005	0.002376093229111426	0.0025859243609860686	0.003235620057836192	-0.021791438183546775	0.00020983113187464245	0.0008595268287247657
module_kind	features.5.5.mlp.fc2|mlp	2	590208	0.000983166083480318	0.0013220636353006917	0.0014336586256959818	0.0017799708748323202	-0.021068310153437728	0.0001115949903952901	0.0004579072395316285
module_kind	features.5.5.mlp.fc1.move_aft|move_shift	1	384	0.0031570970166170235	0.004124307627171239	0.004251101135034457	0.004516682393957764	-0.01950484207645474	0.00012679350786321767	0.0003923747667865249
module_kind	features.7.1.attn.move_qkx_aft|move_shift	1	18432	0.0016736871756269326	0.002303107634046388	0.0025032942044351946	0.0031310639287612974	-0.01934699671924794	0.0002001865703888067	0.0008279562947149095
module_kind	features.7.1.attn.move_qkx_b4|move_shift	1	18432	0.0017071558096372623	0.002359292093216884	0.0025754796195079526	0.0032613519921234186	-0.019069966797924633	0.00021618752629106851	0.0009020598989065345
module_kind	features.5.5.mlp.fc1|mlp	2	591360	0.0011634091607528672	0.001564553907051558	0.0016918333191358367	0.002093834780785156	-0.01862086301393497	0.0001272794120842787	0.0005292808737335979
module_kind	features.7.1.attn.q|attn_qkv	1	589824	0.0013932165115082946	0.0018648127398261985	0.0020182949056165153	0.0025091614041350997	-0.017930523484647798	0.00015348216579031673	0.0006443486643089012
module_kind	features.5.5.attn.move_qkx_b4|move_shift	1	4608	0.0018029416648330928	0.0024675763405846937	0.0026826555566662035	0.003370465209981792	-0.017827277241101582	0.00021507921608150985	0.0009028888693970983
module_kind	features.7.1.attn.k|attn_qkv	1	589824	0.0013783831958496446	0.0018501114876489462	0.002001011656142573	0.0024829313398568535	-0.01772960624222507	0.00015090016849362686	0.0006328198522079073
module_kind	features.7.1.mlp.fc1|mlp	2	2362368	0.0013273756744681868	0.001767966752262407	0.001900786505028902	0.00231972784693325	-0.017700617484741204	0.00013281975276649492	0.0005517610946708428
module_kind	features.7.1.attn.quant_x_4_qkv.input_quant_fn|act_quant	1	49	0.0006576200563874083	0.001061998311602759	0.0012166433393434315	0.0017317762305776273	-0.016759314370313968	0.00015464502774067252	0.0006697779189748683
module_kind	features.5.5.mlp.fc1.move_b4|move_shift	1	384	0.0021119144091990933	0.002752345996943777	0.0028610951448162533	0.0031480061498519053	-0.016604475955629725	0.00010874914787247641	0.00039566015290812837
module_kind	features.7.1.attn.proj|attn_proj	2	590592	0.0012614844978319295	0.0016677210818427754	0.0017851423076960646	0.0021638738528576753	-0.0148183980969082	0.00011742122585328913	0.0004961527710148998
module_kind	features.7.1.attn.quan_a_qkx_fn|act_quant	1	1176	0.0007578780313190861	0.0010369826395168996	0.0011328891593489069	0.0014528889989836313	-0.014783082214291607	9.590651983200729e-05	0.00041590635946673173
module_kind	features.5.5.norm2|norm	2	768	8.677695848476115e-05	0.000115622415488277	0.00012252968408361781	0.00014393458405943064	-0.014309562864454011	6.9072685953408135e-06	2.831216857115364e-05
module_kind	features.5.5.attn|relpos	1	2028	7.676257541052219e-05	0.00010323111912027971	0.00011223465863458541	0.00014238386385236645	-0.014253581908341308	9.003539514305703e-06	3.9152744732086743e-05
module_kind	features.5.5.attn.quan_a_qkx_fn|act_quant	1	588	0.0008324069929464009	0.0011509598749538338	0.0012395209031061092	0.0015245902253220778	-0.014231848584337209	8.856102815227545e-05	0.000373630350368244
module_kind	features.5.5.attn.q|attn_qkv	1	147456	0.0013334574496762439	0.0018134353952950395	0.0019674609158544117	0.002478640159051479	-0.014110015981590897	0.0001540255205593722	0.0006652047637564394
module_kind	features.7.1.mlp.fc2|mlp	2	2360064	0.0011367688763199964	0.0014965846685415026	0.001603674202441859	0.0019540214582342576	-0.014083022205834735	0.00010708953390035653	0.00045743678969275507
module_kind	features.7.1.attn.v|attn_qkv	2	590592	0.0015418255973712002	0.002036746688954401	0.002183944745678943	0.0026721290671438626	-0.012810732285673074	0.0001471980567245416	0.0006353823781894614
module_kind	features.5.5.attn.k|attn_qkv	1	147456	0.0013631827966510163	0.0018559248582245213	0.0020090809680833174	0.0025267689319497747	-0.011808398056571707	0.0001531561098587961	0.0006708440737252534
module_kind	features.7.1.attn.proj.move_aft|move_shift	1	768	0.004578086421799261	0.0050473698433877705	0.005252110722620076	0.005985137426498605	-0.010951328339904254	0.00020474087923230515	0.0009377675831108347
module_kind	features.7.1.mlp.fc1.move_aft|move_shift	1	768	0.002054932392814082	0.002336650432805089	0.0024474329540187943	0.0028483318963556095	-0.008473799600841565	0.00011078252121370525	0.0005116814635505204
module_kind	features.5.5.mlp.fc2.input_quant_fn|act_quant	1	14	0.0005190310675625239	0.0008461966875089519	0.0010101164719255413	0.0016272442474713196	-0.006886047170677891	0.0001639197844165894	0.0007810475599623677
