key	params	numel	extra_rel	attn_rel	full_rel	extra_over_full	max_extra_rel	max_abs_extra
move_v_shift	4	2304	0.015363174143791706	0.019547865210137138	0.008943423555309199	1.717818019998781	0.017386719865977018	0.0005414942279458046
softmax_quant	2	98	0.003272548026814305	0.004146564409462401	0.004008328838201869	0.816437013756178	0.005031518177164463	0.00047999992966651917
move_shift	16	59904	0.0020458837838502023	0.002325945226926167	0.00235769738870472	0.8677465537569166	0.014368657117239647	0.0007544234395027161
mlp	8	5904000	0.0015764317733906509	0.0	0.0015764317733906509	1.0	0.0019340742875284653	0.0017462968826293945
attn_proj	4	738432	0.0010279970952231576	0.002019184417288768	0.0017302088950379114	0.5941462318055143	0.0012177081444907153	0.00042560696601867676
attn_qkv	8	2212992	0.0009375767706959476	0.002052071866467325	0.0019051194207564143	0.4921354328138072	0.0011812867967930752	0.0003510117530822754
act_quant	16	5458	0.0007350115501731263	0.0011275851206241014	0.0009080924982740796	0.8094016320695183	0.0063344084477460014	0.0010471343994140625
norm	8	4608	7.682486432068865e-05	0.0	7.682486432068865e-05	1.0	0.0002837278641124382	0.00040030479431152344
relpos	2	6084	5.111372077731249e-05	0.00010670478042869559	0.00010552553021935337	0.4843730296456567	5.5764403763654316e-05	0.0003021359443664551
