pair	before	after	top1_before	top1_after	top1_delta	name	module	parent_module	stage	kind	quantizer	numel	changed	changed_fraction	mean_abs_bin_delta	max_abs_bin_delta	before_near_fraction	after_near_fraction	changed_and_near_fraction	changed_given_near	mean_before_boundary_dist	mean_after_boundary_dist	scale_ratio_after_over_before
ckpt10->phase2w	ckpt10	phase2w	79.922	79.964	0.04200000000000159	features.5.5.attn.proj.weight	features.5.5.attn.proj	features.5.5.attn	features.5.5	attn_proj	lsq_weight	147456	6349	0.0430569127202034	0.0430569127202034	1	0.2432047575712204	0.2483045756816864	0.0430230051279068	0.16023034374763215	0.22492803633213043	0.22360403835773468	1.0
ckpt10->phase2w	ckpt10	phase2w	79.922	79.964	0.04200000000000159	features.7.1.mlp.fc1.weight	features.7.1.mlp.fc1	features.7.1.mlp	features.7.1	mlp_fc1	lsq_weight	2359296	99403	0.042132481932640076	0.042132481932640076	1	0.23713557422161102	0.24370574951171875	0.042132481932640076	0.16100050533844718	0.22622257471084595	0.2244078367948532	1.0
ckpt10->phase2w	ckpt10	phase2w	79.922	79.964	0.04200000000000159	features.7.1.attn.qkv.weight	features.7.1.attn.qkv	features.7.1.attn	features.7.1	attn_qkv	lsq_weight	1769472	69285	0.0391557477414608	0.0391557477414608	1	0.21240799129009247	0.2136281281709671	0.03914670646190643	0.16312136904299335	0.23371350765228271	0.23315760493278503	1.0
ckpt10->phase2w	ckpt10	phase2w	79.922	79.964	0.04200000000000159	features.5.5.attn.qkv.weight	features.5.5.attn.qkv	features.5.5.attn	features.5.5	attn_qkv	lsq_weight	442368	16165	0.03654197230935097	0.03654197230935097	1	0.2130059152841568	0.21644648909568787	0.03654197230935097	0.15291546844256093	0.23389266431331635	0.2327895313501358	1.0
ckpt10->phase2w	ckpt10	phase2w	79.922	79.964	0.04200000000000159	features.5.5.mlp.fc2.weight	features.5.5.mlp.fc2	features.5.5.mlp	features.5.5	mlp_fc2	lsq_weight	589824	12633	0.02141825295984745	0.02141825295984745	1	0.1966925710439682	0.1986355185508728	0.02141825295984745	0.1016069877424959	0.23935583233833313	0.23884648084640503	1.0
phase2s->phase2w	phase2s	phase2w	80.166	79.964	-0.20199999999999818	features.7.1.attn.proj.weight	features.7.1.attn.proj	features.7.1.attn	features.7.1	attn_proj	lsq_weight	589824	39739	0.0673743337392807	0.0673743337392807	1	0.3014797568321228	0.2996351420879364	0.0672183558344841	0.19997175468947812	0.2078658789396286	0.20801496505737305	1.0
phase2s->phase2w	phase2s	phase2w	80.166	79.964	-0.20199999999999818	features.7.1.mlp.fc2.weight	features.7.1.mlp.fc2	features.7.1.mlp	features.7.1	mlp_fc2	lsq_weight	2359296	126828	0.0537567138671875	0.0537567138671875	1	0.301622599363327	0.3017221987247467	0.0537567138671875	0.1657767501075089	0.20824314653873444	0.20819954574108124	1.0
phase2s->phase2w	phase2s	phase2w	80.166	79.964	-0.20199999999999818	features.7.1.mlp.fc1.weight	features.7.1.mlp.fc1	features.7.1.mlp	features.7.1	mlp_fc1	lsq_weight	2359296	103507	0.043871983885765076	0.043871983885765076	1	0.24885007739067078	0.24370574951171875	0.043871983885765076	0.16249009034465978	0.22296959161758423	0.2244078367948532	1.0
phase2s->phase2w	phase2s	phase2w	80.166	79.964	-0.20199999999999818	features.5.5.mlp.fc1.weight	features.5.5.mlp.fc1	features.5.5.mlp	features.5.5	mlp_fc1	lsq_weight	589824	25869	0.0438588447868824	0.0438588447868824	1	0.2436014860868454	0.2414093017578125	0.0438469797372818	0.16402196937985972	0.22478196024894714	0.2253035455942154	1.0
phase2s->phase2w	phase2s	phase2w	80.166	79.964	-0.20199999999999818	features.7.1.attn.qkv.weight	features.7.1.attn.qkv	features.7.1.attn	features.7.1	attn_qkv	lsq_weight	1769472	72669	0.0410681813955307	0.0410681813955307	1	0.21435829997062683	0.2136281281709671	0.0410580113530159	0.16832518170296865	0.2328822761774063	0.23315760493278503	1.0
phase2s->phase2w	phase2s	phase2w	80.166	79.964	-0.20199999999999818	features.5.5.attn.proj.weight	features.5.5.attn.proj	features.5.5.attn	features.5.5	attn_proj	lsq_weight	147456	6051	0.0410359688103199	0.0410359688103199	1	0.2460734099149704	0.2483045756816864	0.0410088449716568	0.15125062531265632	0.2239828109741211	0.22360403835773468	1.0
phase2s->phase2w	phase2s	phase2w	80.166	79.964	-0.20199999999999818	features.5.5.attn.qkv.weight	features.5.5.attn.qkv	features.5.5.attn	features.5.5	attn_qkv	lsq_weight	442368	16484	0.037263091653585434	0.037263091653585434	1	0.215576171875	0.21644648909568787	0.037263091653585434	0.15373997388546912	0.23282276093959808	0.2327895313501358	1.0
phase2s->phase2w	phase2s	phase2w	80.166	79.964	-0.20199999999999818	features.5.5.mlp.fc2.weight	features.5.5.mlp.fc2	features.5.5.mlp	features.5.5	mlp_fc2	lsq_weight	589824	12853	0.0217912457883358	0.0217912457883358	1	0.199188232421875	0.1986355185508728	0.0217912457883358	0.10238660442589259	0.23861077427864075	0.23884648084640503	1.0
