group_type	key	params	numel	phase2w_delta_l2	cmp_label	cmp_delta_l2	cmp_over_phase2w	delta_cosine_to_phase2w	extra_l2_vs_phase2w	extra_over_phase2w	phase2w_top1	cmp_top1	delta_top1
module_kind	features.7.1.mlp.fc2.input_quant_fn|act_quant	1	7	0.001416025728208163	phase2bm_fc2actmse	0.08239660191971206	58.18863335483078	0.6814077687336918	0.08143830577981605	57.511882840481974	80.54	80.536	-0.0040000000000048885
module_kind	features.5.5.mlp.fc2.input_quant_fn|act_quant	1	14	0.015283115545911585	phase2bm_fc2actmse	0.08189459612621136	5.358501405043629	-0.8922092156137268	0.09577935452631518	6.26700454096464	80.54	80.536	-0.0040000000000048885
module_kind	features.5.5.attn.move_qkx_aft|move_shift	1	4608	0.024666252569226048	phase2bm_fc2actmse	0.025422466010074155	1.0306578163312723	-0.0023732131549035803	0.03546409629706803	1.4377577703600393	80.54	80.536	-0.0040000000000048885
module_kind	features.7.1.attn.move_qkx_aft|move_shift	1	18432	0.03431975920672099	phase2bm_fc2actmse	0.03527524631135531	1.027840728685742	0.007923200135712068	0.04902045043264691	1.4283448242564305	80.54	80.536	-0.0040000000000048885
module_kind	features.7.1.attn.move_qkx_b4|move_shift	1	18432	0.08805800236028426	phase2bm_fc2actmse	0.08862573708898928	1.0064472814904677	0.2106924938739429	0.11099620327062269	1.260489680614013	80.54	80.536	-0.0040000000000048885
module_kind	features.5.5.attn.move_qkx_b4|move_shift	1	4608	0.05126707661520146	phase2bm_fc2actmse	0.052342377384892086	1.0209744896858772	0.2662002882249404	0.06276442055309839	1.2242636931337683	80.54	80.536	-0.0040000000000048885
module_kind	features.5.5.attn.quant_x_4_qkv.input_quant_fn|act_quant	1	49	0.004761058540103719	phase2bm_fc2actmse	0.004275652851146426	0.898046687544674	0.21740985001983712	0.00566545861812465	1.1899577731302646	80.54	80.536	-0.0040000000000048885
module_kind	features.5.5.attn.quan_a_v_fn|act_quant	1	384	0.012692206947412611	phase2bm_fc2actmse	0.012621681527434736	0.9944434076539973	0.3374446716978009	0.014569958927508902	1.1479452697136399	80.54	80.536	-0.0040000000000048885
module_kind	features.5.5.attn.quan_a_qkx_fn|act_quant	1	588	0.014513371067557977	phase2bm_fc2actmse	0.014114818050697158	0.9725389080865084	0.3290334570282831	0.01658489287972897	1.142731954039369	80.54	80.536	-0.0040000000000048885
module_kind	features.7.1.attn.quan_a_qkx_fn|act_quant	1	1176	0.01859649071259114	phase2bm_fc2actmse	0.01798598490470506	0.9671709131942446	0.3373267800241096	0.02106346574055533	1.1326580948035467	80.54	80.536	-0.0040000000000048885
module_kind	features.7.1.attn.q|attn_qkv	1	589824	0.27552483717395515	phase2bm_fc2actmse	0.27576606265602915	1.0008755126563116	0.3819772120834757	0.3064560425765887	1.1122628570254989	80.54	80.536	-0.0040000000000048885
module_kind	features.7.1.attn.k|attn_qkv	1	589824	0.27221355350768917	phase2bm_fc2actmse	0.2736946803856507	1.0054410475116908	0.39180929443767576	0.301042777469702	1.105906644215636	80.54	80.536	-0.0040000000000048885
module_kind	features.5.5.attn.quan_a_softmax_fn|softmax_quant	1	49	0.004976854842230678	phase2bm_fc2actmse	0.004742627265631561	0.9529366268407914	0.38258539943821335	0.005403794033522623	1.0857849394499492	80.54	80.536	-0.0040000000000048885
module_kind	features.7.1.mlp.fc1|mlp	2	2362368	0.5041861852772975	phase2bm_fc2actmse	0.5039878906317032	0.9996067035325745	0.452651775665403	0.5274149006524222	1.0460717013940974	80.54	80.536	-0.0040000000000048885
