pair	ref_conf_bin	total	ref_correct	cmp_correct	improved	regressed	net_flips	avg_true_prob_delta
phase2fw_vs_fx100wm	[0.00,0.20)	1389	281	275	24	30	-6	0.003141721710562706
phase2fw_vs_fx100wm	[0.20,0.40)	4403	1639	1638	57	58	-1	0.005642132367938757
phase2fw_vs_fx100wm	[0.40,0.60)	6617	3716	3707	24	33	-9	0.007560174446552992
phase2fw_vs_fx100wm	[0.60,0.80)	9182	7202	7202	0	0	0	0.009951901622116566
phase2fw_vs_fx100wm	[0.80,0.90)	15634	14765	14765	0	0	0	0.008105521090328693
phase2fw_vs_fx100wm	[0.90,0.95)	10752	10514	10514	0	0	0	0.00540976831689477
phase2fw_vs_fx100wm	[0.95,0.99)	1960	1919	1919	0	0	0	0.003451249562203884
phase2fw_vs_fx100wm	[0.99,1.01)	63	62	62	0	0	0	0.0012187233660370111
