pair	class	total	ref_correct	cmp_correct	delta_correct	ref_acc	cmp_acc	avg_true_prob_delta	avg_margin_delta
phase2w_vs_phase2bm_fc2actmse	897	50	45	44	-1	90.0	88.0	-0.007541445083916187	-0.05367600545287132
phase2w_vs_phase2bm_fc2actmse	753	50	42	41	-1	84.0	82.0	-0.007512230891734362	-0.025814352557063103
phase2w_vs_phase2bm_fc2actmse	809	50	35	34	-1	70.0	68.0	-0.0073294066824018955	-0.043144769966602325
phase2w_vs_phase2bm_fc2actmse	627	50	42	41	-1	84.0	82.0	-0.0072057549841701984	-0.04700641706585884
phase2w_vs_phase2bm_fc2actmse	646	50	44	43	-1	88.0	86.0	-0.007189743686467409	-0.015606384724378586
phase2w_vs_phase2bm_fc2actmse	772	50	36	35	-1	72.0	70.0	-0.007112407591193914	-0.01616479828953743
phase2w_vs_phase2bm_fc2actmse	383	50	33	32	-1	66.0	64.0	-0.007086081430315971	-0.0011104964651167393
phase2w_vs_phase2bm_fc2actmse	639	50	19	18	-1	38.0	36.0	-0.006895261816680431	0.002748413011431694
phase2w_vs_phase2bm_fc2actmse	185	50	35	34	-1	70.0	68.0	-0.006827852688729763	0.058258943259716034
phase2w_vs_phase2bm_fc2actmse	853	50	47	46	-1	94.0	92.0	-0.006806142162531614	-0.023878831416368484
phase2w_vs_phase2bm_fc2actmse	669	50	49	48	-1	98.0	96.0	-0.006788646802306175	-0.06746938079595566
phase2w_vs_phase2bm_fc2actmse	33	50	44	43	-1	88.0	86.0	-0.006273410748690367	-0.015309047885239124
phase2w_vs_phase2bm_fc2actmse	4	50	46	45	-1	92.0	90.0	-0.006159904412925243	-0.04789343848824501
phase2w_vs_phase2bm_fc2actmse	485	50	36	35	-1	72.0	70.0	-0.00608559837564826	-0.041124869138002396
phase2w_vs_phase2bm_fc2actmse	126	50	40	39	-1	80.0	78.0	-0.006053888238966465	0.03462082892656326
phase2w_vs_phase2bm_fc2actmse	800	50	47	46	-1	94.0	92.0	-0.005932179745286703	0.011243171989917755
phase2w_vs_phase2bm_fc2actmse	996	50	48	47	-1	96.0	94.0	-0.005919368471950293	-0.05803057551383972
phase2w_vs_phase2bm_fc2actmse	61	50	43	42	-1	86.0	84.0	-0.005885721649974585	-0.04650707170367241
phase2w_vs_phase2bm_fc2actmse	652	50	40	39	-1	80.0	78.0	-0.005868837703019381	-0.0147760771214962
phase2w_vs_phase2bm_fc2actmse	288	50	42	41	-1	84.0	82.0	-0.005407952703535557	-0.037528447806835175
phase2w_vs_phase2bm_fc2actmse	81	50	46	45	-1	92.0	90.0	-0.005370220635086298	-0.04643530771136284
phase2w_vs_phase2bm_fc2actmse	44	50	39	38	-1	78.0	76.0	-0.005361884832382202	-0.03963352367281914
phase2w_vs_phase2bm_fc2actmse	733	50	26	25	-1	52.0	50.0	-0.005158590152859688	-0.07058868557214737
phase2w_vs_phase2bm_fc2actmse	456	50	42	41	-1	84.0	82.0	-0.005114871077239513	0.0012732791947200894
phase2w_vs_phase2bm_fc2actmse	687	50	45	44	-1	90.0	88.0	-0.005041880998760462	-0.0161842443048954
phase2w_vs_phase2bm_fc2actmse	682	50	43	42	-1	86.0	84.0	-0.005027441773563623	0.00601755129173398
phase2w_vs_phase2bm_fc2actmse	459	50	34	33	-1	68.0	66.0	-0.004999219905585051	-0.08747056871652603
