group_type	key	cmp	params	numel	best_delta_l2	cmp_delta_l2	cmp_over_best	delta_cosine_to_best	extra_l2_vs_best	extra_over_best	best_top1	cmp_top1	delta_top1_vs_best
param	features.7.1.mlp.fc1.weight	highdrift_damp	1	2359296	0.16159763915103748	0.0	0.0	0.0	0.16159763915103748	1.0	80.554	80.51	-0.04399999999999693
param	features.7.1.mlp.fc1.bias	highdrift_damp	1	3072	0.003581398160665222	0.0	0.0	0.0	0.003581398160665222	1.0	80.554	80.51	-0.04399999999999693
param	features.7.1.mlp.fc1.input_quant_fn.s	highdrift_damp	1	7	0.00033793831989684234	0.0	0.0	0.0	0.00033793831989684234	1.0	80.554	80.51	-0.04399999999999693
param	features.7.1.mlp.fc1.move_b4.bias	highdrift_damp	1	768	0.0030397203086490947	0.0	0.0	0.0	0.0030397203086490947	1.0	80.554	80.51	-0.04399999999999693
param	features.7.1.mlp.fc1.move_aft.bias	highdrift_damp	1	768	0.003122311943343864	0.0	0.0	0.0	0.003122311943343864	1.0	80.554	80.51	-0.04399999999999693
param	features.7.1.mlp.fc2.weight	highdrift_damp	1	2359296	0.15177419763037858	0.0	0.0	0.0	0.15177419763037858	1.0	80.554	80.51	-0.04399999999999693
param	features.7.1.mlp.fc2.bias	highdrift_damp	1	768	0.0010665853860819443	0.0	0.0	0.0	0.0010665853860819443	1.0	80.554	80.51	-0.04399999999999693
param	features.7.1.mlp.fc2.input_quant_fn.s	highdrift_damp	1	7	0.0004049720463938824	0.0	0.0	0.0	0.0004049720463938824	1.0	80.554	80.51	-0.04399999999999693
param	features.7.1.mlp.fc2.move_b4.bias	highdrift_damp	1	3072	0.0067761115120617945	0.0	0.0	0.0	0.0067761115120617945	1.0	80.554	80.51	-0.04399999999999693
param	features.7.1.mlp.fc2.move_aft.bias	highdrift_damp	1	3072	0.004033864696008387	0.0	0.0	0.0	0.004033864696008387	1.0	80.554	80.51	-0.04399999999999693
param	features.7.1.attn.proj.input_quant_fn.s	movev_damp	1	49	0.0013277426851291045	0.0012716190307105982	0.9577300217526342	0.5586609313753086	0.0012220673091004693	0.9204097471503977	80.554	80.51	-0.04399999999999693
param	features.5.5.attn.proj.input_quant_fn.s	movev_damp	1	49	0.000979741227438544	0.0010815425182672848	1.1039063050300457	0.6528950444596827	0.0008636957777858467	0.8815550000319075	80.554	80.51	-0.04399999999999693
param	features.5.5.attn.quant_x_4_qkv.move_b4.bias	highdrift_damp	1	384	0.002666132963876808	0.004191076702475542	1.5719683748935471	0.8677449366985204	0.0022980601766521155	0.8619450746786911	80.554	80.51	-0.04399999999999693
param	features.5.5.attn.quant_x_4_qkv.move_aft.bias	highdrift_damp	1	384	0.0026725882602932805	0.00419409288818216	1.5693000491298703	0.8681336169774712	0.002295904317030524	0.8590565000755408	80.554	80.51	-0.04399999999999693
param	features.7.1.attn.quan_a_softmax_fn.s	movev_damp	1	49	0.0013655666332935675	0.001288279961249748	0.9434032216667347	0.6214463229703961	0.001156676525648212	0.8470304542067347	80.554	80.51	-0.04399999999999693
param	features.7.1.attn.proj.input_quant_fn.s	highdrift_damp	1	49	0.0013277426851291045	0.0009660237738947497	0.727568515130488	0.567552219774995	0.0011136347820825533	0.8387429240284369	80.554	80.51	-0.04399999999999693
param	features.7.1.attn.quant_x_4_qkv.input_quant_fn.s	highdrift_damp	1	49	0.0014681644971444273	0.0013964620483491845	0.9511618426036703	0.7103345738235236	0.0010922024068175436	0.7439237285344197	80.554	80.51	-0.04399999999999693
param	features.7.1.attn.quan_a_v_fn.s	highdrift_damp	1	768	0.005384564102811061	0.005831359031874348	1.0829769913650082	0.75485253479594	0.003948993881803532	0.7333915626971407	80.554	80.51	-0.04399999999999693
param	features.7.1.attn.move_qkx_b4.bias	highdrift_damp	1	18432	0.02776009481910279	0.028159188809169285	1.0143765355510193	0.737835663234874	0.02024914539683096	0.7294335818657486	80.554	80.51	-0.04399999999999693
